,weekend,top10gross,top10percentchange,overallgross,overallpercentchange,numreleases,num1release,RTLink,weeknum,weekendlink,num1link
36,Mar 12-14,129609144,-29.0,147526258,-25.1,106,Alice in Wonderland,https://www.rottentomatoes.com/m/1221547-alice_in_wonderland,11,https://www.boxofficemojo.com/weekend/2010W11/?ref_=bo_wey_table_50,https://www.boxofficemojo.com/release/rl3393226241/?ref_=bo_wey_table_50
35,Mar 19-21,110799129,-14.5,126978873,-13.9,109,Alice in Wonderland,https://www.rottentomatoes.com/m/1221547-alice_in_wonderland,12,https://www.boxofficemojo.com/weekend/2010W12/?ref_=bo_wey_table_49,https://www.boxofficemojo.com/release/rl3393226241/?ref_=bo_wey_table_49
34,Mar 26-28,113036610,2.0,128664080,1.3,112,How to Train Your Dragon,https://www.rottentomatoes.com/m/how_to_train_your_dragon,13,https://www.boxofficemojo.com/weekend/2010W13/?ref_=bo_wey_table_48,https://www.boxofficemojo.com/release/rl2908259841/?ref_=bo_wey_table_48
50,Apr 2-4,166220519,47.1,177632872,38.1,112,Clash of the Titans,https://www.rottentomatoes.com/m/clash_of_the_titans_2010,14,https://www.boxofficemojo.com/weekend/2010W14/?ref_=bo_wey_table_47,https://www.boxofficemojo.com/release/rl961185281/?ref_=bo_wey_table_47
33,Apr 9-11,117570469,-29.3,127582200,-28.2,115,Clash of the Titans,https://www.rottentomatoes.com/m/clash_of_the_titans_2010,15,https://www.boxofficemojo.com/weekend/2010W15/?ref_=bo_wey_table_45,https://www.boxofficemojo.com/release/rl961185281/?ref_=bo_wey_table_45
32,Apr 16-18,108077823,-8.1,120177056,-5.8,117,Kick-Ass,https://www.rottentomatoes.com/m/1217700-kick_ass,16,https://www.boxofficemojo.com/weekend/2010W16/?ref_=bo_wey_table_44,https://www.boxofficemojo.com/release/rl291276289/?ref_=bo_wey_table_44
31,Apr 23-25,85792705,-20.6,100098936,-16.7,117,How to Train Your Dragon,https://www.rottentomatoes.com/m/how_to_train_your_dragon,17,https://www.boxofficemojo.com/weekend/2010W17/?ref_=bo_wey_table_43,https://www.boxofficemojo.com/release/rl2908259841/?ref_=bo_wey_table_43
30,Apr 30-May 2,87924993,2.5,102227580,2.1,116,A Nightmare on Elm Street,https://www.rottentomatoes.com/m/nightmare_on_elm_street_2010,18,https://www.boxofficemojo.com/weekend/2010W18/?ref_=bo_wey_table_42,https://www.boxofficemojo.com/release/rl2020050433/?ref_=bo_wey_table_42
29,May 7-9,167701822,90.7,179789106,75.9,116,Iron Man 2,https://www.rottentomatoes.com/m/iron_man_2,19,https://www.boxofficemojo.com/weekend/2010W19/?ref_=bo_wey_table_41,https://www.boxofficemojo.com/release/rl1515881985/?ref_=bo_wey_table_41
28,May 14-16,129275088,-22.9,139644680,-22.3,116,Iron Man 2,https://www.rottentomatoes.com/m/iron_man_2,20,https://www.boxofficemojo.com/weekend/2010W20/?ref_=bo_wey_table_40,https://www.boxofficemojo.com/release/rl1515881985/?ref_=bo_wey_table_40
27,May 21-23,141404309,9.4,150510497,7.8,114,Shrek Forever After,https://www.rottentomatoes.com/m/shrek_forever_after,21,https://www.boxofficemojo.com/weekend/2010W21/?ref_=bo_wey_table_39,https://www.boxofficemojo.com/release/rl57771521/?ref_=bo_wey_table_39
49,May 28-30,143797811,1.7,151897664,0.9,105,Shrek Forever After,https://www.rottentomatoes.com/m/shrek_forever_after,22,https://www.boxofficemojo.com/weekend/2010W22/?ref_=bo_wey_table_37,https://www.boxofficemojo.com/release/rl57771521/?ref_=bo_wey_table_37
26,Jun 4-6,120565073,-16.2,128826490,-15.2,120,Shrek Forever After,https://www.rottentomatoes.com/m/shrek_forever_after,23,https://www.boxofficemojo.com/weekend/2010W23/?ref_=bo_wey_table_36,https://www.boxofficemojo.com/release/rl57771521/?ref_=bo_wey_table_36
25,Jun 11-13,140451060,16.5,151488729,17.6,117,The Karate Kid,https://www.rottentomatoes.com/m/karate_kid_2010,24,https://www.boxofficemojo.com/weekend/2010W24/?ref_=bo_wey_table_35,https://www.boxofficemojo.com/release/rl3361572353/?ref_=bo_wey_table_35
24,Jun 18-20,187642041,33.6,199685836,31.8,116,Toy Story 3,https://www.rottentomatoes.com/m/toy_story_3,25,https://www.boxofficemojo.com/weekend/2010W25/?ref_=bo_wey_table_34,https://www.boxofficemojo.com/release/rl1383564801/?ref_=bo_wey_table_34
23,Jun 25-27,154390043,-17.7,165180607,-17.3,106,Toy Story 3,https://www.rottentomatoes.com/m/toy_story_3,26,https://www.boxofficemojo.com/weekend/2010W26/?ref_=bo_wey_table_33,https://www.boxofficemojo.com/release/rl1383564801/?ref_=bo_wey_table_33
48,Jul 2-4,179066707,16.0,188212207,13.9,101,The Twilight Saga: Eclipse,https://www.rottentomatoes.com/m/1210749-eclipse,27,https://www.boxofficemojo.com/weekend/2010W27/?ref_=bo_wey_table_32,https://www.boxofficemojo.com/release/rl659654145/?ref_=bo_wey_table_32
22,Jul 9-11,182442390,1.9,191704186,1.9,110,Despicable Me,https://www.rottentomatoes.com/m/1214097-despicable_me,28,https://www.boxofficemojo.com/weekend/2010W28/?ref_=bo_wey_table_30,https://www.boxofficemojo.com/release/rl2018477569/?ref_=bo_wey_table_30
21,Jul 16-18,169206774,-7.3,178138271,-7.1,106,Inception,https://www.rottentomatoes.com/m/inception,29,https://www.boxofficemojo.com/weekend/2010W29/?ref_=bo_wey_table_29,https://www.boxofficemojo.com/release/rl2908456449/?ref_=bo_wey_table_29
20,Jul 23-25,150757392,-10.9,162240124,-8.9,103,Inception,https://www.rottentomatoes.com/m/inception,30,https://www.boxofficemojo.com/weekend/2010W30/?ref_=bo_wey_table_28,https://www.boxofficemojo.com/release/rl2908456449/?ref_=bo_wey_table_28
19,Jul 30-Aug 1,128821145,-14.6,145266883,-10.5,106,Inception,https://www.rottentomatoes.com/m/inception,31,https://www.boxofficemojo.com/weekend/2010W31/?ref_=bo_wey_table_27,https://www.boxofficemojo.com/release/rl2908456449/?ref_=bo_wey_table_27
18,Aug 6-8,117746775,-8.6,133296768,-8.2,110,The Other Guys,https://www.rottentomatoes.com/m/other_guys,32,https://www.boxofficemojo.com/weekend/2010W32/?ref_=bo_wey_table_26,https://www.boxofficemojo.com/release/rl1783858689/?ref_=bo_wey_table_26
17,Aug 13-15,127804668,8.5,143572917,7.7,110,The Expendables,https://www.rottentomatoes.com/m/the_expendables,33,https://www.boxofficemojo.com/weekend/2010W33/?ref_=bo_wey_table_25,https://www.boxofficemojo.com/release/rl1464894977/?ref_=bo_wey_table_25
16,Aug 20-22,102089078,-20.1,128353711,-10.6,115,The Expendables,https://www.rottentomatoes.com/m/the_expendables,34,https://www.boxofficemojo.com/weekend/2010W34/?ref_=bo_wey_table_24,https://www.boxofficemojo.com/release/rl1464894977/?ref_=bo_wey_table_24
15,Aug 27-29,87206831,-14.6,114807532,-10.6,113,Takers,https://www.rottentomatoes.com/m/takers,35,https://www.boxofficemojo.com/weekend/2010W35/?ref_=bo_wey_table_23,https://www.boxofficemojo.com/release/rl1397130753/?ref_=bo_wey_table_23
47,Sep 3-5,74512580,-14.6,105085438,-8.5,113,The American,https://www.rottentomatoes.com/m/the_american,36,https://www.boxofficemojo.com/weekend/2010W36/?ref_=bo_wey_table_21,https://www.boxofficemojo.com/release/rl2873329153/?ref_=bo_wey_table_21
14,Sep 10-12,61707602,-17.2,81958202,-22.0,123,Resident Evil: Afterlife,https://www.rottentomatoes.com/m/resident_evil_afterlife,37,https://www.boxofficemojo.com/weekend/2010W37/?ref_=bo_wey_table_20,https://www.boxofficemojo.com/release/rl2154661377/?ref_=bo_wey_table_20
13,Sep 17-19,84334484,36.7,100674305,22.8,135,The Town,https://www.rottentomatoes.com/m/the_town,38,https://www.boxofficemojo.com/weekend/2010W38/?ref_=bo_wey_table_19,https://www.boxofficemojo.com/release/rl1685554689/?ref_=bo_wey_table_19
12,Sep 24-26,88901910,5.4,100709968,0.1,138,Wall Street: Money Never Sleeps,https://www.rottentomatoes.com/m/wall_street_money_never_sleeps,39,https://www.boxofficemojo.com/weekend/2010W39/?ref_=bo_wey_table_18,https://www.boxofficemojo.com/release/rl3363407361/?ref_=bo_wey_table_18
11,Oct 1-3,82543307,-7.2,95043566,-5.6,140,The Social Network,https://www.rottentomatoes.com/m/the-social-network,40,https://www.boxofficemojo.com/weekend/2010W40/?ref_=bo_wey_table_17,https://www.boxofficemojo.com/release/rl1802536449/?ref_=bo_wey_table_17
46,Oct 8-10,76880100,-6.9,92845180,-2.3,133,The Social Network,https://www.rottentomatoes.com/m/the-social-network,41,https://www.boxofficemojo.com/weekend/2010W41/?ref_=bo_wey_table_16,https://www.boxofficemojo.com/release/rl1802536449/?ref_=bo_wey_table_16
10,Oct 15-17,117078913,52.3,131587463,41.7,144,Jackass 3D,https://www.rottentomatoes.com/m/jackass_3,42,https://www.boxofficemojo.com/weekend/2010W42/?ref_=bo_wey_table_14,https://www.boxofficemojo.com/release/rl2170193409/?ref_=bo_wey_table_14
9,Oct 22-24,117205902,0.1,129623238,-1.5,126,Paranormal Activity 2,https://www.rottentomatoes.com/m/paranormal_activity_2,43,https://www.boxofficemojo.com/weekend/2010W43/?ref_=bo_wey_table_13,https://www.boxofficemojo.com/release/rl2607384065/?ref_=bo_wey_table_13
8,Oct 29-31,82076962,-30.0,93503374,-27.9,125,Saw: The Final Chapter,https://www.rottentomatoes.com/m/saw3d,44,https://www.boxofficemojo.com/weekend/2010W44/?ref_=bo_wey_table_12,https://www.boxofficemojo.com/release/rl2406450689/?ref_=bo_wey_table_12
7,Nov 5-7,138136720,68.3,152229980,62.8,124,Megamind,https://www.rottentomatoes.com/m/megamind,45,https://www.boxofficemojo.com/weekend/2010W45/?ref_=bo_wey_table_11,https://www.boxofficemojo.com/release/rl2455995905/?ref_=bo_wey_table_11
6,Nov 12-14,107692567,-22.0,121393329,-20.3,123,Megamind,https://www.rottentomatoes.com/m/megamind,46,https://www.boxofficemojo.com/weekend/2010W46/?ref_=bo_wey_table_10,https://www.boxofficemojo.com/release/rl2455995905/?ref_=bo_wey_table_10
45,Nov 19-21,184491055,71.3,194526066,60.2,114,Harry Potter and the Deathly Hallows: Part 1,https://www.rottentomatoes.com/m/harry_potter_and_the_deathly_hallows_part_1,47,https://www.boxofficemojo.com/weekend/2010W47/?ref_=bo_wey_table_9,https://www.boxofficemojo.com/release/rl1248560641/?ref_=bo_wey_table_9
5,Nov 26-28,167833958,-9.0,181242458,-6.8,103,Harry Potter and the Deathly Hallows: Part 1,https://www.rottentomatoes.com/m/harry_potter_and_the_deathly_hallows_part_1,48,https://www.boxofficemojo.com/weekend/2010W48/?ref_=bo_wey_table_6,https://www.boxofficemojo.com/release/rl1248560641/?ref_=bo_wey_table_6
4,Dec 3-5,75004741,-13.0,86325286,-13.4,119,Tangled,https://www.rottentomatoes.com/m/tangled,49,https://www.boxofficemojo.com/weekend/2010W49/?ref_=bo_wey_table_5,https://www.boxofficemojo.com/release/rl980256257/?ref_=bo_wey_table_5
3,Dec 10-12,81560957,8.7,91871496,6.4,119,The Chronicles of Narnia: The Voyage of the Dawn Treader,https://www.rottentomatoes.com/m/chronicles_of_narnia_the_voyage_of_the_dawn_treader,50,https://www.boxofficemojo.com/weekend/2010W50/?ref_=bo_wey_table_4,https://www.boxofficemojo.com/release/rl2657388033/?ref_=bo_wey_table_4
2,Dec 17-19,124993526,53.3,134672257,46.6,112,TRON: Legacy,https://www.rottentomatoes.com/m/10011582-TRON_legacy,51,https://www.boxofficemojo.com/weekend/2010W51/?ref_=bo_wey_table_3,https://www.boxofficemojo.com/release/rl4000810497/?ref_=bo_wey_table_3
1,Dec 24-26,124133496,-0.7,139938201,3.9,97,Little Fockers,https://www.rottentomatoes.com/m/little_fockers,52,https://www.boxofficemojo.com/weekend/2010W52/?ref_=bo_wey_table_2,https://www.boxofficemojo.com/release/rl929203713/?ref_=bo_wey_table_2
0,"Dec 31-Jan 2, 2011",137343062,10.6,159345245,13.9,99,Little Fockers,https://www.rottentomatoes.com/m/little_fockers,53,https://www.boxofficemojo.com/weekend/2010W53/?ref_=bo_wey_table_1,https://www.boxofficemojo.com/release/rl929203713/?ref_=bo_wey_table_1
