,weekend,top10gross,top10percentchange,overallgross,overallpercentchange,numreleases,num1release,RTLink,weeknum,weekendlink,num1link
33,Mar 17-19,252225276,68.9,260823456,59.0,103,Beauty and the Beast,https://www.rottentomatoes.com/m/beauty_and_the_beast_2017,11,https://www.boxofficemojo.com/weekend/2017W11/?ref_=bo_wey_table_51,https://www.boxofficemojo.com/release/rl222594561/?ref_=bo_wey_table_51
32,Mar 24-26,192647503,-23.6,202066084,-22.5,100,Beauty and the Beast,https://www.rottentomatoes.com/m/beauty_and_the_beast_2017,12,https://www.boxofficemojo.com/weekend/2017W12/?ref_=bo_wey_table_50,https://www.boxofficemojo.com/release/rl222594561/?ref_=bo_wey_table_50
31,Mar 31-Apr 2,161650523,-16.1,169546152,-16.1,100,The Boss Baby,https://www.rottentomatoes.com/m/the_boss_baby,13,https://www.boxofficemojo.com/weekend/2017W13/?ref_=bo_wey_table_49,https://www.boxofficemojo.com/release/rl2789639681/?ref_=bo_wey_table_49
30,Apr 7-9,106287914,-34.2,120077853,-29.2,103,The Boss Baby,https://www.rottentomatoes.com/m/the_boss_baby,14,https://www.boxofficemojo.com/weekend/2017W14/?ref_=bo_wey_table_48,https://www.boxofficemojo.com/release/rl2789639681/?ref_=bo_wey_table_48
49,Apr 14-16,155863273,46.6,168607242,40.4,104,The Fate of the Furious,https://www.rottentomatoes.com/m/the_fate_of_the_furious,15,https://www.boxofficemojo.com/weekend/2017W15/?ref_=bo_wey_table_46,https://www.boxofficemojo.com/release/rl1767212545/?ref_=bo_wey_table_46
29,Apr 21-23,90926040,-41.7,107650168,-36.2,110,The Fate of the Furious,https://www.rottentomatoes.com/m/the_fate_of_the_furious,16,https://www.boxofficemojo.com/weekend/2017W16/?ref_=bo_wey_table_45,https://www.boxofficemojo.com/release/rl1767212545/?ref_=bo_wey_table_45
28,Apr 28-30,80793191,-11.1,99778230,-7.3,112,The Fate of the Furious,https://www.rottentomatoes.com/m/the_fate_of_the_furious,17,https://www.boxofficemojo.com/weekend/2017W17/?ref_=bo_wey_table_44,https://www.boxofficemojo.com/release/rl1767212545/?ref_=bo_wey_table_44
27,May 5-7,184356127,128.2,195098085,95.5,109,Guardians of the Galaxy Vol. 2,https://www.rottentomatoes.com/m/guardians_of_the_galaxy_vol_2,18,https://www.boxofficemojo.com/weekend/2017W18/?ref_=bo_wey_table_43,https://www.boxofficemojo.com/release/rl2976089601/?ref_=bo_wey_table_43
26,May 12-14,124517741,-32.5,136001326,-30.3,114,Guardians of the Galaxy Vol. 2,https://www.rottentomatoes.com/m/guardians_of_the_galaxy_vol_2,19,https://www.boxofficemojo.com/weekend/2017W19/?ref_=bo_wey_table_42,https://www.boxofficemojo.com/release/rl2976089601/?ref_=bo_wey_table_42
25,May 19-21,115331687,-7.4,124441368,-8.5,111,Alien: Covenant,https://www.rottentomatoes.com/m/alien_covenant,20,https://www.boxofficemojo.com/weekend/2017W20/?ref_=bo_wey_table_41,https://www.boxofficemojo.com/release/rl696026625/?ref_=bo_wey_table_41
48,May 26-28,133992099,16.2,142341187,14.4,103,Pirates of the Caribbean: Dead Men Tell No Tales,https://www.rottentomatoes.com/m/pirates_of_the_caribbean_dead_men_tell_no_tales,21,https://www.boxofficemojo.com/weekend/2017W21/?ref_=bo_wey_table_39,https://www.boxofficemojo.com/release/rl1382778369/?ref_=bo_wey_table_39
24,Jun 2-4,179022383,33.6,185842459,30.6,110,Wonder Woman,https://www.rottentomatoes.com/m/wonder_woman_2017,22,https://www.boxofficemojo.com/weekend/2017W22/?ref_=bo_wey_table_38,https://www.boxofficemojo.com/release/rl578455041/?ref_=bo_wey_table_38
23,Jun 9-11,137307539,-23.3,144176376,-22.4,108,Wonder Woman,https://www.rottentomatoes.com/m/wonder_woman_2017,23,https://www.boxofficemojo.com/weekend/2017W23/?ref_=bo_wey_table_37,https://www.boxofficemojo.com/release/rl578455041/?ref_=bo_wey_table_37
22,Jun 16-18,178932468,30.3,190580340,32.2,115,Cars 3,https://www.rottentomatoes.com/m/cars_3,24,https://www.boxofficemojo.com/weekend/2017W24/?ref_=bo_wey_table_36,https://www.boxofficemojo.com/release/rl2054981121/?ref_=bo_wey_table_36
21,Jun 23-25,130023273,-27.3,140826843,-26.1,109,Transformers: The Last Knight,https://www.rottentomatoes.com/m/transformers_the_last_knight_2017,25,https://www.boxofficemojo.com/weekend/2017W25/?ref_=bo_wey_table_35,https://www.boxofficemojo.com/release/rl3313272321/?ref_=bo_wey_table_35
47,Jun 30-Jul 2,157207541,20.9,169890949,20.6,110,Despicable Me 3,https://www.rottentomatoes.com/m/despicable_me_3,26,https://www.boxofficemojo.com/weekend/2017W26/?ref_=bo_wey_table_34,https://www.boxofficemojo.com/release/rl122652161/?ref_=bo_wey_table_34
20,Jul 7-9,198323345,26.2,206488903,21.5,109,Spider-Man: Homecoming,https://www.rottentomatoes.com/m/spider_man_homecoming,27,https://www.boxofficemojo.com/weekend/2017W27/?ref_=bo_wey_table_32,https://www.boxofficemojo.com/release/rl863208961/?ref_=bo_wey_table_32
19,Jul 14-16,156068438,-21.3,163324876,-20.9,109,War for the Planet of the Apes,https://www.rottentomatoes.com/m/war_for_the_planet_of_the_apes,28,https://www.boxofficemojo.com/weekend/2017W28/?ref_=bo_wey_table_31,https://www.boxofficemojo.com/release/rl1782744577/?ref_=bo_wey_table_31
18,Jul 21-23,172931486,10.8,180801251,10.7,114,Dunkirk,https://www.rottentomatoes.com/m/dunkirk_2017,29,https://www.boxofficemojo.com/weekend/2017W29/?ref_=bo_wey_table_30,https://www.boxofficemojo.com/release/rl4118644225/?ref_=bo_wey_table_30
17,Jul 28-30,134073732,-22.5,144397313,-20.1,122,Dunkirk,https://www.rottentomatoes.com/m/dunkirk_2017,30,https://www.boxofficemojo.com/weekend/2017W30/?ref_=bo_wey_table_29,https://www.boxofficemojo.com/release/rl4118644225/?ref_=bo_wey_table_29
16,Aug 4-6,105440174,-21.4,122787940,-15.0,106,The Dark Tower,https://www.rottentomatoes.com/m/the_dark_tower_2017,31,https://www.boxofficemojo.com/weekend/2017W31/?ref_=bo_wey_table_28,https://www.boxofficemojo.com/release/rl2035058177/?ref_=bo_wey_table_28
15,Aug 11-13,95249031,-9.7,116913742,-4.8,123,Annabelle: Creation,https://www.rottentomatoes.com/m/annabelle_creation,32,https://www.boxofficemojo.com/weekend/2017W32/?ref_=bo_wey_table_27,https://www.boxofficemojo.com/release/rl2541716993/?ref_=bo_wey_table_27
14,Aug 18-20,75677045,-20.5,96486715,-17.5,124,The Hitman's Bodyguard,https://www.rottentomatoes.com/m/the_hitmans_bodyguard,33,https://www.boxofficemojo.com/weekend/2017W33/?ref_=bo_wey_table_26,https://www.boxofficemojo.com/release/rl2407433729/?ref_=bo_wey_table_26
13,Aug 25-27,46116140,-39.1,69312122,-28.2,130,The Hitman's Bodyguard,https://www.rottentomatoes.com/m/the_hitmans_bodyguard,34,https://www.boxofficemojo.com/weekend/2017W34/?ref_=bo_wey_table_25,https://www.boxofficemojo.com/release/rl2407433729/?ref_=bo_wey_table_25
46,Sep 1-3,48865218,6.0,77634434,12.0,125,The Hitman's Bodyguard,https://www.rottentomatoes.com/m/the_hitmans_bodyguard,35,https://www.boxofficemojo.com/weekend/2017W35/?ref_=bo_wey_table_24,https://www.boxofficemojo.com/release/rl2407433729/?ref_=bo_wey_table_24
12,Sep 8-10,153028668,213.2,164044803,111.3,135,It,https://www.rottentomatoes.com/m/it_2017,36,https://www.boxofficemojo.com/weekend/2017W36/?ref_=bo_wey_table_22,https://www.boxofficemojo.com/release/rl3481241089/?ref_=bo_wey_table_22
11,Sep 15-17,101574131,-33.6,112222203,-31.6,143,It,https://www.rottentomatoes.com/m/it_2017,37,https://www.boxofficemojo.com/weekend/2017W37/?ref_=bo_wey_table_21,https://www.boxofficemojo.com/release/rl3481241089/?ref_=bo_wey_table_21
10,Sep 22-24,108472634,6.8,117918784,5.1,131,Kingsman: The Golden Circle,https://www.rottentomatoes.com/m/kingsman_the_golden_circle,38,https://www.boxofficemojo.com/weekend/2017W38/?ref_=bo_wey_table_20,https://www.boxofficemojo.com/release/rl1434224129/?ref_=bo_wey_table_20
9,Sep 29-Oct 1,80260428,-26.0,90846336,-23.0,131,Kingsman: The Golden Circle,https://www.rottentomatoes.com/m/kingsman_the_golden_circle,39,https://www.boxofficemojo.com/weekend/2017W39/?ref_=bo_wey_table_19,https://www.boxofficemojo.com/release/rl1434224129/?ref_=bo_wey_table_19
45,Oct 6-8,97001069,20.9,105557205,16.2,132,Blade Runner 2049,https://www.rottentomatoes.com/m/blade_runner_2049,40,https://www.boxofficemojo.com/weekend/2017W40/?ref_=bo_wey_table_18,https://www.boxofficemojo.com/release/rl444564993/?ref_=bo_wey_table_18
8,Oct 13-15,88765700,-8.5,100461379,-4.8,135,Happy Death Day,https://www.rottentomatoes.com/m/happy_death_day,41,https://www.boxofficemojo.com/weekend/2017W41/?ref_=bo_wey_table_16,https://www.boxofficemojo.com/release/rl729712129/?ref_=bo_wey_table_16
7,Oct 20-22,76408192,-13.9,95980741,-4.5,137,Boo 2! A Madea Halloween,https://www.rottentomatoes.com/m/tyler_perrys_boo_2_a_madea_halloween,42,https://www.boxofficemojo.com/weekend/2017W42/?ref_=bo_wey_table_15,https://www.boxofficemojo.com/release/rl1342408193/?ref_=bo_wey_table_15
6,Oct 27-29,57899380,-24.2,76856088,-19.9,128,Jigsaw,https://www.rottentomatoes.com/m/jigsaw_2017,43,https://www.boxofficemojo.com/weekend/2017W43/?ref_=bo_wey_table_14,https://www.boxofficemojo.com/release/rl2172552705/?ref_=bo_wey_table_14
5,Nov 3-5,164643982,184.4,180275276,134.6,126,Thor: Ragnarok,https://www.rottentomatoes.com/m/thor_ragnarok_2017,44,https://www.boxofficemojo.com/weekend/2017W44/?ref_=bo_wey_table_13,https://www.boxofficemojo.com/release/rl2959312385/?ref_=bo_wey_table_13
4,Nov 10-12,137873693,-16.3,151562937,-15.9,124,Thor: Ragnarok,https://www.rottentomatoes.com/m/thor_ragnarok_2017,45,https://www.boxofficemojo.com/weekend/2017W45/?ref_=bo_wey_table_12,https://www.boxofficemojo.com/release/rl2959312385/?ref_=bo_wey_table_12
44,Nov 17-19,192816366,39.9,199223159,31.4,111,Justice League,https://www.rottentomatoes.com/m/justice_league_2017,46,https://www.boxofficemojo.com/weekend/2017W46/?ref_=bo_wey_table_11,https://www.boxofficemojo.com/release/rl1129088513/?ref_=bo_wey_table_11
3,Nov 24-26,178495539,-7.4,188835224,-5.2,99,Coco,https://www.rottentomatoes.com/m/coco_2017,47,https://www.boxofficemojo.com/weekend/2017W47/?ref_=bo_wey_table_8,https://www.boxofficemojo.com/release/rl3983050241/?ref_=bo_wey_table_8
2,Dec 1-3,96708952,-45.8,105185400,-44.3,110,Coco,https://www.rottentomatoes.com/m/coco_2017,48,https://www.boxofficemojo.com/weekend/2017W48/?ref_=bo_wey_table_7,https://www.boxofficemojo.com/release/rl3983050241/?ref_=bo_wey_table_7
1,Dec 8-10,70644026,-27.0,84873861,-19.3,108,Coco,https://www.rottentomatoes.com/m/coco_2017,49,https://www.boxofficemojo.com/weekend/2017W49/?ref_=bo_wey_table_6,https://www.boxofficemojo.com/release/rl3983050241/?ref_=bo_wey_table_6
0,Dec 15-17,267186366,278.2,278067957,227.6,86,Star Wars Marathon,https://www.rottentomatoes.com/m/star_wars_the_last_jedi,50,https://www.boxofficemojo.com/weekend/2017W50/?ref_=bo_wey_table_5,https://www.boxofficemojo.com/release/rl2708702721/?ref_=bo_wey_table_5
43,Dec 22-24,164303262,-38.5,178168406,-35.9,72,Star Wars Marathon,https://www.rottentomatoes.com/m/star_wars_the_last_jedi,51,https://www.boxofficemojo.com/weekend/2017W51/?ref_=bo_wey_table_4,https://www.boxofficemojo.com/release/rl2708702721/?ref_=bo_wey_table_4
42,Dec 29-31,173344651,5.5,194096602,8.9,74,Star Wars Marathon,https://www.rottentomatoes.com/m/star_wars_the_last_jedi,52,https://www.boxofficemojo.com/weekend/2017W52/?ref_=bo_wey_table_2,https://www.boxofficemojo.com/release/rl2708702721/?ref_=bo_wey_table_2
