,weekend,top10gross,top10percentchange,overallgross,overallpercentchange,numreleases,num1release,RTLink,weeknum,weekendlink,num1link
23,Jun 15-17,120646402,-29.7,130345800,-28.2,111,Madagascar 3: Europe's Most Wanted,https://www.rottentomatoes.com/m/madagascar_3_europes_most_wanted_2012,24,https://www.boxofficemojo.com/weekend/2012W24/?ref_=bo_wey_table_35,https://www.boxofficemojo.com/release/rl1415611905/?ref_=bo_wey_table_35
22,Jun 22-24,152347191,26.3,164829173,26.5,107,Brave,https://www.rottentomatoes.com/m/brave_2012,25,https://www.boxofficemojo.com/weekend/2012W25/?ref_=bo_wey_table_34,https://www.boxofficemojo.com/release/rl910460417/?ref_=bo_wey_table_34
21,Jun 29-Jul 1,189645968,24.5,210047382,27.4,105,Ted,https://www.rottentomatoes.com/m/ted_2012,26,https://www.boxofficemojo.com/weekend/2012W26/?ref_=bo_wey_table_33,https://www.boxofficemojo.com/release/rl2255848961/?ref_=bo_wey_table_33
20,Jul 6-8,178335880,-6.0,196767679,-6.3,109,The Amazing Spider-Man,https://www.rottentomatoes.com/m/the_amazing_spider_man,27,https://www.boxofficemojo.com/weekend/2012W27/?ref_=bo_wey_table_32,https://www.boxofficemojo.com/release/rl930317825/?ref_=bo_wey_table_32
19,Jul 13-15,150002519,-15.9,165029467,-16.1,113,Ice Age: Continental Drift,https://www.rottentomatoes.com/m/ice_age_continental_drift,28,https://www.boxofficemojo.com/weekend/2012W28/?ref_=bo_wey_table_31,https://www.boxofficemojo.com/release/rl3327690241/?ref_=bo_wey_table_31
18,Jul 20-22,221423729,47.6,231285377,40.1,102,The Dark Knight Rises,https://www.rottentomatoes.com/m/the_dark_knight_rises,29,https://www.boxofficemojo.com/weekend/2012W29/?ref_=bo_wey_table_30,https://www.boxofficemojo.com/release/rl3745875457/?ref_=bo_wey_table_30
17,Jul 27-29,124187763,-43.9,134433234,-41.9,108,The Dark Knight Rises,https://www.rottentomatoes.com/m/the_dark_knight_rises,30,https://www.boxofficemojo.com/weekend/2012W30/?ref_=bo_wey_table_29,https://www.boxofficemojo.com/release/rl3745875457/?ref_=bo_wey_table_29
16,Aug 3-5,111448685,-10.3,123067042,-8.5,113,The Dark Knight Rises,https://www.rottentomatoes.com/m/the_dark_knight_rises,31,https://www.boxofficemojo.com/weekend/2012W31/?ref_=bo_wey_table_28,https://www.boxofficemojo.com/release/rl3745875457/?ref_=bo_wey_table_28
15,Aug 10-12,129143882,15.9,142282599,15.6,113,The Bourne Legacy,https://www.rottentomatoes.com/m/the_bourne_legacy,32,https://www.boxofficemojo.com/weekend/2012W32/?ref_=bo_wey_table_27,https://www.boxofficemojo.com/release/rl2521204225/?ref_=bo_wey_table_27
14,Aug 17-19,122759783,-4.9,139508493,-1.9,109,The Expendables 2,https://www.rottentomatoes.com/m/the_expendables_2,33,https://www.boxofficemojo.com/weekend/2012W33/?ref_=bo_wey_table_26,https://www.boxofficemojo.com/release/rl1431340545/?ref_=bo_wey_table_26
13,Aug 24-26,75735631,-38.3,98074600,-29.7,119,The Expendables 2,https://www.rottentomatoes.com/m/the_expendables_2,34,https://www.boxofficemojo.com/weekend/2012W34/?ref_=bo_wey_table_25,https://www.boxofficemojo.com/release/rl1431340545/?ref_=bo_wey_table_25
47,Aug 31-Sep 2,78473593,3.6,103958765,6.0,106,The Possession,https://www.rottentomatoes.com/m/the_possession,35,https://www.boxofficemojo.com/weekend/2012W35/?ref_=bo_wey_table_23,https://www.boxofficemojo.com/release/rl3142551041/?ref_=bo_wey_table_23
12,Sep 7-9,46747004,-40.4,67728681,-34.9,125,The Possession,https://www.rottentomatoes.com/m/the_possession,36,https://www.boxofficemojo.com/weekend/2012W36/?ref_=bo_wey_table_22,https://www.boxofficemojo.com/release/rl3142551041/?ref_=bo_wey_table_22
11,Sep 14-16,64824244,38.7,86814721,28.2,124,Resident Evil: Retribution,https://www.rottentomatoes.com/m/resident_evil_retribution,37,https://www.boxofficemojo.com/weekend/2012W37/?ref_=bo_wey_table_21,https://www.boxofficemojo.com/release/rl2389542401/?ref_=bo_wey_table_21
10,Sep 21-23,71888652,10.9,90881797,4.7,123,End of Watch,https://www.rottentomatoes.com/m/end_of_watch,38,https://www.boxofficemojo.com/weekend/2012W38/?ref_=bo_wey_table_20,https://www.boxofficemojo.com/release/rl4233201153/?ref_=bo_wey_table_20
9,Sep 28-30,102991094,43.3,119272334,31.2,122,Hotel Transylvania,https://www.rottentomatoes.com/m/hotel_transylvania,39,https://www.boxofficemojo.com/weekend/2012W39/?ref_=bo_wey_table_19,https://www.boxofficemojo.com/release/rl5801473/?ref_=bo_wey_table_19
46,Oct 5-7,130018694,26.2,142194488,19.2,114,Taken 2,https://www.rottentomatoes.com/m/taken_2_2012,40,https://www.boxofficemojo.com/weekend/2012W40/?ref_=bo_wey_table_18,https://www.boxofficemojo.com/release/rl1651869185/?ref_=bo_wey_table_18
8,Oct 12-14,117244701,-9.8,129987942,-8.6,117,Taken 2,https://www.rottentomatoes.com/m/taken_2_2012,41,https://www.boxofficemojo.com/weekend/2012W41/?ref_=bo_wey_table_16,https://www.boxofficemojo.com/release/rl1651869185/?ref_=bo_wey_table_16
7,Oct 19-21,115619564,-1.4,129118109,-0.7,118,Paranormal Activity 4,https://www.rottentomatoes.com/m/paranormal_activity_4_2012,42,https://www.boxofficemojo.com/weekend/2012W42/?ref_=bo_wey_table_15,https://www.boxofficemojo.com/release/rl2640938497/?ref_=bo_wey_table_15
6,Oct 26-28,74831900,-35.3,93548501,-27.5,119,Argo,https://www.rottentomatoes.com/m/argo_2012,43,https://www.boxofficemojo.com/weekend/2012W43/?ref_=bo_wey_table_14,https://www.boxofficemojo.com/release/rl1178764801/?ref_=bo_wey_table_14
5,Nov 2-4,118833677,58.8,138368039,47.9,119,Wreck-It Ralph,https://www.rottentomatoes.com/m/wreck_it_ralph,44,https://www.boxofficemojo.com/weekend/2012W44/?ref_=bo_wey_table_13,https://www.boxofficemojo.com/release/rl242058753/?ref_=bo_wey_table_13
4,Nov 9-11,159539986,34.3,173520562,25.4,120,Skyfall,https://www.rottentomatoes.com/m/skyfall,45,https://www.boxofficemojo.com/weekend/2012W45/?ref_=bo_wey_table_12,https://www.boxofficemojo.com/release/rl1346799105/?ref_=bo_wey_table_12
45,Nov 16-18,240504453,50.7,250086091,44.1,115,The Twilight Saga: Breaking Dawn - Part 2,https://www.rottentomatoes.com/m/the_twilight_saga_breaking_dawn_part_2,46,https://www.boxofficemojo.com/weekend/2012W46/?ref_=bo_wey_table_11,https://www.boxofficemojo.com/release/rl3276178945/?ref_=bo_wey_table_11
3,Nov 23-25,198595121,-17.4,207815979,-16.9,107,The Twilight Saga: Breaking Dawn - Part 2,https://www.rottentomatoes.com/m/the_twilight_saga_breaking_dawn_part_2,47,https://www.boxofficemojo.com/weekend/2012W47/?ref_=bo_wey_table_8,https://www.boxofficemojo.com/release/rl3276178945/?ref_=bo_wey_table_8
2,Nov 30-Dec 2,100734688,-49.3,114496488,-44.9,108,The Twilight Saga: Breaking Dawn - Part 2,https://www.rottentomatoes.com/m/the_twilight_saga_breaking_dawn_part_2,48,https://www.boxofficemojo.com/weekend/2012W48/?ref_=bo_wey_table_7,https://www.boxofficemojo.com/release/rl3276178945/?ref_=bo_wey_table_7
1,Dec 7-9,68367628,-32.1,80905506,-29.3,119,Skyfall,https://www.rottentomatoes.com/m/skyfall,49,https://www.boxofficemojo.com/weekend/2012W49/?ref_=bo_wey_table_6,https://www.boxofficemojo.com/release/rl1346799105/?ref_=bo_wey_table_6
0,Dec 14-16,126779394,85.4,136705051,69.0,109,The Hobbit: An Unexpected Journey,https://www.rottentomatoes.com/m/the_hobbit_an_unexpected_journey,50,https://www.boxofficemojo.com/weekend/2012W50/?ref_=bo_wey_table_5,https://www.boxofficemojo.com/release/rl2321122817/?ref_=bo_wey_table_5
44,Dec 21-23,96513334,-23.9,110869479,-18.9,95,The Hobbit: An Unexpected Journey,https://www.rottentomatoes.com/m/the_hobbit_an_unexpected_journey,51,https://www.boxofficemojo.com/weekend/2012W51/?ref_=bo_wey_table_4,https://www.boxofficemojo.com/release/rl2321122817/?ref_=bo_wey_table_4
43,Dec 28-30,155214547,60.8,181537855,63.7,90,The Hobbit: An Unexpected Journey,https://www.rottentomatoes.com/m/the_hobbit_an_unexpected_journey,52,https://www.boxofficemojo.com/weekend/2012W52/?ref_=bo_wey_table_2,https://www.boxofficemojo.com/release/rl2321122817/?ref_=bo_wey_table_2
