,weekend,top10gross,top10percentchange,overallgross,overallpercentchange,numreleases,num1release,weeknum,RTLink,weekendlink,num1link
24,Jun 21-23,146017182,-3.0,162335825,-1.5,104,Minority Report,25,https://www.rottentomatoes.com/m/minority_report,https://www.boxofficemojo.com/weekend/2002W25/?ref_=bo_wey_table_32,https://www.boxofficemojo.com/release/rl4200760833/?ref_=bo_wey_table_32
23,Jun 28-30,125614968,-14.0,142406572,-12.3,101,Mr. Deeds,26,https://www.rottentomatoes.com/m/mr_deeds,https://www.boxofficemojo.com/weekend/2002W26/?ref_=bo_wey_table_31,https://www.boxofficemojo.com/release/rl2540013057/?ref_=bo_wey_table_31
22,Jul 5-7,134225169,6.9,153276021,7.6,106,Men in Black II,27,https://www.rottentomatoes.com/m/men_in_black_ii,https://www.boxofficemojo.com/weekend/2002W27/?ref_=bo_wey_table_30,https://www.boxofficemojo.com/release/rl1281525249/?ref_=bo_wey_table_30
21,Jul 12-14,123629198,-7.9,143693118,-6.3,103,Men in Black II,28,https://www.rottentomatoes.com/m/men_in_black_ii,https://www.boxofficemojo.com/weekend/2002W28/?ref_=bo_wey_table_29,https://www.boxofficemojo.com/release/rl1281525249/?ref_=bo_wey_table_29
20,Jul 19-21,94136132,-23.9,119802037,-16.6,120,Road to Perdition,29,https://www.rottentomatoes.com/m/road_to_perdition,https://www.boxofficemojo.com/weekend/2002W29/?ref_=bo_wey_table_28,https://www.boxofficemojo.com/release/rl1668056577/?ref_=bo_wey_table_28
19,Jul 26-28,129688399,37.8,151899969,26.8,121,Austin Powers in Goldmember,30,https://www.rottentomatoes.com/m/austin_powers_in_goldmember,https://www.boxofficemojo.com/weekend/2002W30/?ref_=bo_wey_table_27,https://www.boxofficemojo.com/release/rl944080385/?ref_=bo_wey_table_27
18,Aug 2-4,137681488,6.2,156478101,3.0,129,Signs,31,https://www.rottentomatoes.com/m/signs,https://www.boxofficemojo.com/weekend/2002W31/?ref_=bo_wey_table_26,https://www.boxofficemojo.com/release/rl1685161473/?ref_=bo_wey_table_26
17,Aug 9-11,129287848,-6.1,142441820,-9.0,130,xXx,32,https://www.rottentomatoes.com/m/xxx,https://www.boxofficemojo.com/weekend/2002W32/?ref_=bo_wey_table_25,https://www.boxofficemojo.com/release/rl1450870273/?ref_=bo_wey_table_25
16,Aug 16-18,95548336,-26.1,110871976,-22.2,134,xXx,33,https://www.rottentomatoes.com/m/xxx,https://www.boxofficemojo.com/weekend/2002W33/?ref_=bo_wey_table_24,https://www.boxofficemojo.com/release/rl1450870273/?ref_=bo_wey_table_24
15,Aug 23-25,71441081,-25.2,89641021,-19.1,141,Signs,34,https://www.rottentomatoes.com/m/signs,https://www.boxofficemojo.com/weekend/2002W34/?ref_=bo_wey_table_23,https://www.boxofficemojo.com/release/rl1685161473/?ref_=bo_wey_table_23
47,Aug 30-Sep 1,65616415,-8.2,88308074,-1.5,91,Signs,35,https://www.rottentomatoes.com/m/signs,https://www.boxofficemojo.com/weekend/2002W35/?ref_=bo_wey_table_22,https://www.boxofficemojo.com/release/rl1685161473/?ref_=bo_wey_table_22
14,Sep 6-8,55776823,-15.0,72144672,-18.3,137,Swimfan,36,https://www.rottentomatoes.com/m/swimfan,https://www.boxofficemojo.com/weekend/2002W36/?ref_=bo_wey_table_20,https://www.boxofficemojo.com/release/rl594904577/?ref_=bo_wey_table_20
13,Sep 13-15,69672402,24.9,84746312,17.5,149,Barbershop,37,https://www.rottentomatoes.com/m/barbershop,https://www.boxofficemojo.com/weekend/2002W37/?ref_=bo_wey_table_19,https://www.boxofficemojo.com/release/rl4182083073/?ref_=bo_wey_table_19
12,Sep 20-22,64605510,-7.3,80142906,-5.4,162,Barbershop,38,https://www.rottentomatoes.com/m/barbershop,https://www.boxofficemojo.com/weekend/2002W38/?ref_=bo_wey_table_18,https://www.boxofficemojo.com/release/rl4182083073/?ref_=bo_wey_table_18
11,Sep 27-29,88803978,37.5,102257212,27.6,155,Sweet Home Alabama,39,https://www.rottentomatoes.com/m/sweet_home_alabama,https://www.boxofficemojo.com/weekend/2002W39/?ref_=bo_wey_table_17,https://www.boxofficemojo.com/release/rl846562817/?ref_=bo_wey_table_17
10,Oct 4-6,98121206,10.5,110471656,8.0,152,Red Dragon,40,https://www.rottentomatoes.com/m/red_dragon,https://www.boxofficemojo.com/weekend/2002W40/?ref_=bo_wey_table_16,https://www.boxofficemojo.com/release/rl1819117057/?ref_=bo_wey_table_16
46,Oct 11-13,87173297,-11.2,106978441,-3.2,152,Red Dragon,41,https://www.rottentomatoes.com/m/red_dragon,https://www.boxofficemojo.com/weekend/2002W41/?ref_=bo_wey_table_14,https://www.boxofficemojo.com/release/rl1819117057/?ref_=bo_wey_table_14
9,Oct 18-20,67633772,-22.4,90490249,-15.4,152,The Ring,42,https://www.rottentomatoes.com/m/ring,https://www.boxofficemojo.com/weekend/2002W42/?ref_=bo_wey_table_13,https://www.boxofficemojo.com/release/rl476874241/?ref_=bo_wey_table_13
8,Oct 25-27,81807831,21.0,106616719,17.8,151,Jackass: The Movie,43,https://www.rottentomatoes.com/m/jackass_the_movie,https://www.boxofficemojo.com/weekend/2002W43/?ref_=bo_wey_table_12,https://www.boxofficemojo.com/release/rl2405074433/?ref_=bo_wey_table_12
7,Nov 1-3,97888832,19.7,118568876,11.2,153,The Santa Clause 2,44,https://www.rottentomatoes.com/m/the_santa_clause_2,https://www.boxofficemojo.com/weekend/2002W44/?ref_=bo_wey_table_11,https://www.boxofficemojo.com/release/rl1097827841/?ref_=bo_wey_table_11
6,Nov 8-10,125751491,28.5,145016048,22.3,148,8 Mile,45,https://www.rottentomatoes.com/m/8_mile,https://www.boxofficemojo.com/weekend/2002W45/?ref_=bo_wey_table_10,https://www.boxofficemojo.com/release/rl3326182913/?ref_=bo_wey_table_10
5,Nov 15-17,158828971,26.3,173175805,19.4,144,Harry Potter and the Chamber of Secrets,46,https://www.rottentomatoes.com/m/harry_potter_and_the_chamber_of_secrets,https://www.boxofficemojo.com/weekend/2002W46/?ref_=bo_wey_table_9,https://www.boxofficemojo.com/release/rl1433110017/?ref_=bo_wey_table_9
45,Nov 22-24,141700919,-10.8,155115955,-10.4,139,Die Another Day,47,https://www.rottentomatoes.com/m/die_another_day,https://www.boxofficemojo.com/weekend/2002W47/?ref_=bo_wey_table_8,https://www.boxofficemojo.com/release/rl2974778881/?ref_=bo_wey_table_8
4,Nov 29-Dec 1,127058801,-8.4,150780433,-0.8,132,Harry Potter and the Chamber of Secrets,48,https://www.rottentomatoes.com/m/harry_potter_and_the_chamber_of_secrets,https://www.boxofficemojo.com/weekend/2002W48/?ref_=bo_wey_table_5,https://www.boxofficemojo.com/release/rl1433110017/?ref_=bo_wey_table_5
3,Dec 6-8,63842353,-49.8,81830292,-45.7,126,Die Another Day,49,https://www.rottentomatoes.com/m/die_another_day,https://www.boxofficemojo.com/weekend/2002W49/?ref_=bo_wey_table_4,https://www.boxofficemojo.com/release/rl2974778881/?ref_=bo_wey_table_4
2,Dec 13-15,86924905,36.2,103432236,26.4,127,Maid in Manhattan,50,https://www.rottentomatoes.com/m/maid_in_manhattan,https://www.boxofficemojo.com/weekend/2002W50/?ref_=bo_wey_table_3,https://www.boxofficemojo.com/release/rl2355136001/?ref_=bo_wey_table_3
1,Dec 20-22,126680212,45.7,144943896,40.1,110,The Lord of the Rings: The Two Towers,51,https://www.rottentomatoes.com/m/the_lord_of_the_rings_the_two_towers,https://www.boxofficemojo.com/weekend/2002W51/?ref_=bo_wey_table_2,https://www.boxofficemojo.com/release/rl4032923137/?ref_=bo_wey_table_2
0,Dec 27-29,149298188,17.9,179559016,23.9,127,The Lord of the Rings: The Two Towers,52,https://www.rottentomatoes.com/m/the_lord_of_the_rings_the_two_towers,https://www.boxofficemojo.com/weekend/2002W52/?ref_=bo_wey_table_1,https://www.boxofficemojo.com/release/rl4032923137/?ref_=bo_wey_table_1
