,weekend,top10gross,top10percentchange,overallgross,overallpercentchange,numreleases,num1release,RTLink,weeknum,weekendlink,num1link
36,Mar 13-15,115580190,60.0,131677520,47.3,94,Cinderella,https://www.rottentomatoes.com/m/cinderella_2013,11,https://www.boxofficemojo.com/weekend/2015W11/?ref_=bo_wey_table_48,https://www.boxofficemojo.com/release/rl4165699073/?ref_=bo_wey_table_48
35,Mar 20-22,117323618,1.5,130961022,-0.5,97,Insurgent,https://www.rottentomatoes.com/m/insurgent,12,https://www.boxofficemojo.com/weekend/2015W12/?ref_=bo_wey_table_47,https://www.boxofficemojo.com/release/rl1012565505/?ref_=bo_wey_table_47
34,Mar 27-29,139905374,19.2,150316547,14.8,98,Home,https://www.rottentomatoes.com/m/home_2015,13,https://www.boxofficemojo.com/weekend/2015W13/?ref_=bo_wey_table_46,https://www.boxofficemojo.com/release/rl1968604673/?ref_=bo_wey_table_46
49,Apr 3-5,216669859,54.9,224366628,49.3,96,Furious 7,https://www.rottentomatoes.com/m/furious_7,14,https://www.boxofficemojo.com/weekend/2015W14/?ref_=bo_wey_table_45,https://www.boxofficemojo.com/release/rl1045661185/?ref_=bo_wey_table_45
33,Apr 10-12,123487605,-43.0,131496504,-41.4,103,Furious 7,https://www.rottentomatoes.com/m/furious_7,15,https://www.boxofficemojo.com/weekend/2015W15/?ref_=bo_wey_table_43,https://www.boxofficemojo.com/release/rl1045661185/?ref_=bo_wey_table_43
32,Apr 17-19,108634824,-12.0,119720998,-9.0,111,Furious 7,https://www.rottentomatoes.com/m/furious_7,16,https://www.boxofficemojo.com/weekend/2015W16/?ref_=bo_wey_table_42,https://www.boxofficemojo.com/release/rl1045661185/?ref_=bo_wey_table_42
31,Apr 24-26,80145066,-26.2,97392898,-18.7,117,Furious 7,https://www.rottentomatoes.com/m/furious_7,17,https://www.boxofficemojo.com/weekend/2015W17/?ref_=bo_wey_table_41,https://www.boxofficemojo.com/release/rl1045661185/?ref_=bo_wey_table_41
30,May 1-3,223967813,179.5,232873431,139.1,102,Avengers: Age of Ultron,https://www.rottentomatoes.com/m/avengers_age_of_ultron,18,https://www.boxofficemojo.com/weekend/2015W18/?ref_=bo_wey_table_40,https://www.boxofficemojo.com/release/rl675644929/?ref_=bo_wey_table_40
29,May 8-10,119640318,-46.6,131347747,-43.6,97,Avengers: Age of Ultron,https://www.rottentomatoes.com/m/avengers_age_of_ultron,19,https://www.boxofficemojo.com/weekend/2015W19/?ref_=bo_wey_table_39,https://www.boxofficemojo.com/release/rl675644929/?ref_=bo_wey_table_39
28,May 15-17,175540242,46.7,184554442,40.5,93,Pitch Perfect 2,https://www.rottentomatoes.com/m/pitch_perfect_2,20,https://www.boxofficemojo.com/weekend/2015W20/?ref_=bo_wey_table_38,https://www.boxofficemojo.com/release/rl3932718593/?ref_=bo_wey_table_38
48,May 22-24,144619728,-17.6,154080020,-16.5,92,Tomorrowland,https://www.rottentomatoes.com/m/tomorrowland_2015,21,https://www.boxofficemojo.com/weekend/2015W21/?ref_=bo_wey_table_37,https://www.boxofficemojo.com/release/rl2051114497/?ref_=bo_wey_table_37
27,May 29-31,131136807,-9.3,138472506,-10.1,83,San Andreas,https://www.rottentomatoes.com/m/san_andreas,22,https://www.boxofficemojo.com/weekend/2015W22/?ref_=bo_wey_table_35,https://www.boxofficemojo.com/release/rl1433372161/?ref_=bo_wey_table_35
26,Jun 5-7,122790825,-6.4,132771309,-4.1,89,Spy,https://www.rottentomatoes.com/m/spy_2015,23,https://www.boxofficemojo.com/weekend/2015W23/?ref_=bo_wey_table_34,https://www.boxofficemojo.com/release/rl3513943553/?ref_=bo_wey_table_34
25,Jun 12-14,266035144,116.7,273785662,106.2,88,Jurassic World,https://www.rottentomatoes.com/m/jurassic_world,24,https://www.boxofficemojo.com/weekend/2015W24/?ref_=bo_wey_table_33,https://www.boxofficemojo.com/release/rl2371716609/?ref_=bo_wey_table_33
24,Jun 19-21,238740396,-10.3,248039944,-9.4,90,Jurassic World,https://www.rottentomatoes.com/m/jurassic_world,25,https://www.boxofficemojo.com/weekend/2015W25/?ref_=bo_wey_table_32,https://www.boxofficemojo.com/release/rl2371716609/?ref_=bo_wey_table_32
23,Jun 26-28,174073731,-27.1,184087635,-25.8,101,Jurassic World,https://www.rottentomatoes.com/m/jurassic_world,26,https://www.boxofficemojo.com/weekend/2015W26/?ref_=bo_wey_table_31,https://www.boxofficemojo.com/release/rl2371716609/?ref_=bo_wey_table_31
22,Jul 3-5,127004488,-27.0,135328419,-26.5,88,Inside Out,https://www.rottentomatoes.com/m/inside_out_2015,27,https://www.boxofficemojo.com/weekend/2015W27/?ref_=bo_wey_table_30,https://www.boxofficemojo.com/release/rl4016604673/?ref_=bo_wey_table_30
21,Jul 10-12,202943834,59.8,215076951,58.9,103,Minions,https://www.rottentomatoes.com/m/minions,28,https://www.boxofficemojo.com/weekend/2015W28/?ref_=bo_wey_table_29,https://www.boxofficemojo.com/release/rl2271380993/?ref_=bo_wey_table_29
20,Jul 17-19,178494977,-12.0,193925542,-9.8,100,Ant-Man,https://www.rottentomatoes.com/m/antman,29,https://www.boxofficemojo.com/weekend/2015W29/?ref_=bo_wey_table_28,https://www.boxofficemojo.com/release/rl88245761/?ref_=bo_wey_table_28
19,Jul 24-26,138254037,-22.5,151040028,-22.1,100,Ant-Man,https://www.rottentomatoes.com/m/antman,30,https://www.boxofficemojo.com/weekend/2015W30/?ref_=bo_wey_table_27,https://www.boxofficemojo.com/release/rl88245761/?ref_=bo_wey_table_27
18,Jul 31-Aug 2,136167805,-1.5,146282363,-3.1,95,Mission: Impossible - Rogue Nation,https://www.rottentomatoes.com/m/mission_impossible_rogue_nation,31,https://www.boxofficemojo.com/weekend/2015W31/?ref_=bo_wey_table_26,https://www.boxofficemojo.com/release/rl1382188545/?ref_=bo_wey_table_26
17,Aug 7-9,113252833,-16.8,131916514,-9.8,94,Mission: Impossible - Rogue Nation,https://www.rottentomatoes.com/m/mission_impossible_rogue_nation,32,https://www.boxofficemojo.com/weekend/2015W32/?ref_=bo_wey_table_25,https://www.boxofficemojo.com/release/rl1382188545/?ref_=bo_wey_table_25
16,Aug 14-16,129704209,14.5,148106885,12.3,98,Straight Outta Compton,https://www.rottentomatoes.com/m/straight_outta_compton,33,https://www.boxofficemojo.com/weekend/2015W33/?ref_=bo_wey_table_24,https://www.boxofficemojo.com/release/rl292718081/?ref_=bo_wey_table_24
15,Aug 21-23,85356247,-34.2,106631353,-28.0,94,Straight Outta Compton,https://www.rottentomatoes.com/m/straight_outta_compton,34,https://www.boxofficemojo.com/weekend/2015W34/?ref_=bo_wey_table_23,https://www.boxofficemojo.com/release/rl292718081/?ref_=bo_wey_table_23
14,Aug 28-30,63160916,-26.0,87836416,-17.6,96,Straight Outta Compton,https://www.rottentomatoes.com/m/straight_outta_compton,35,https://www.boxofficemojo.com/weekend/2015W35/?ref_=bo_wey_table_22,https://www.boxofficemojo.com/release/rl292718081/?ref_=bo_wey_table_22
47,Sep 4-6,60032495,-5.0,90555329,3.1,95,War Room,https://www.rottentomatoes.com/m/war_room_2015,36,https://www.boxofficemojo.com/weekend/2015W36/?ref_=bo_wey_table_20,https://www.boxofficemojo.com/release/rl477660673/?ref_=bo_wey_table_20
13,Sep 11-13,81621359,36.0,102512365,13.2,110,The Perfect Guy,https://www.rottentomatoes.com/m/the_perfect_guy,37,https://www.boxofficemojo.com/weekend/2015W37/?ref_=bo_wey_table_19,https://www.boxofficemojo.com/release/rl2020115969/?ref_=bo_wey_table_19
12,Sep 18-20,96138932,17.8,112827167,10.1,114,Maze Runner: The Scorch Trials,https://www.rottentomatoes.com/m/maze_runner_the_scorch_trials,38,https://www.boxofficemojo.com/weekend/2015W38/?ref_=bo_wey_table_18,https://www.boxofficemojo.com/release/rl3647178241/?ref_=bo_wey_table_18
11,Sep 25-27,125667878,30.7,137820669,22.2,118,Hotel Transylvania 2,https://www.rottentomatoes.com/m/hotel_transylvania_2,39,https://www.boxofficemojo.com/weekend/2015W39/?ref_=bo_wey_table_17,https://www.boxofficemojo.com/release/rl257459713/?ref_=bo_wey_table_17
10,Oct 2-4,139834346,11.3,149774721,8.7,124,The Martian,https://www.rottentomatoes.com/m/the_martian,40,https://www.boxofficemojo.com/weekend/2015W40/?ref_=bo_wey_table_16,https://www.boxofficemojo.com/release/rl3496969729/?ref_=bo_wey_table_16
46,Oct 9-11,106804689,-23.6,118992658,-20.6,112,The Martian,https://www.rottentomatoes.com/m/the_martian,41,https://www.boxofficemojo.com/weekend/2015W41/?ref_=bo_wey_table_15,https://www.boxofficemojo.com/release/rl3496969729/?ref_=bo_wey_table_15
9,Oct 16-18,108805935,1.9,121579792,2.2,108,Goosebumps,https://www.rottentomatoes.com/m/goosebumps_2015,42,https://www.boxofficemojo.com/weekend/2015W42/?ref_=bo_wey_table_13,https://www.boxofficemojo.com/release/rl3277096449/?ref_=bo_wey_table_13
8,Oct 23-25,89803867,-17.5,105775731,-13.0,110,The Martian,https://www.rottentomatoes.com/m/the_martian,43,https://www.boxofficemojo.com/weekend/2015W43/?ref_=bo_wey_table_12,https://www.boxofficemojo.com/release/rl3496969729/?ref_=bo_wey_table_12
7,Oct 30-Nov 1,58434174,-34.9,74128462,-29.9,108,The Martian,https://www.rottentomatoes.com/m/the_martian,44,https://www.boxofficemojo.com/weekend/2015W44/?ref_=bo_wey_table_11,https://www.boxofficemojo.com/release/rl3496969729/?ref_=bo_wey_table_11
6,Nov 6-8,148792362,154.6,161918615,118.4,112,Spectre,https://www.rottentomatoes.com/m/spectre_2015,45,https://www.boxofficemojo.com/weekend/2015W45/?ref_=bo_wey_table_10,https://www.boxofficemojo.com/release/rl1363576321/?ref_=bo_wey_table_10
5,Nov 13-15,93635619,-37.1,108047802,-33.3,112,Spectre,https://www.rottentomatoes.com/m/spectre_2015,46,https://www.boxofficemojo.com/weekend/2015W46/?ref_=bo_wey_table_9,https://www.boxofficemojo.com/release/rl1363576321/?ref_=bo_wey_table_9
45,Nov 20-22,163255301,74.4,173610096,60.7,110,The Hunger Games: Mockingjay - Part 2,https://www.rottentomatoes.com/m/the_hunger_games_mockingjay_part_2,47,https://www.boxofficemojo.com/weekend/2015W47/?ref_=bo_wey_table_8,https://www.boxofficemojo.com/release/rl4032333313/?ref_=bo_wey_table_8
4,Nov 27-29,167805985,10.5,182526007,11.4,86,The Hunger Games: Mockingjay - Part 2,https://www.rottentomatoes.com/m/the_hunger_games_mockingjay_part_2,48,https://www.boxofficemojo.com/weekend/2015W48/?ref_=bo_wey_table_5,https://www.boxofficemojo.com/release/rl4032333313/?ref_=bo_wey_table_5
3,Dec 4-6,86761557,-48.3,97833704,-46.4,95,The Hunger Games: Mockingjay - Part 2,https://www.rottentomatoes.com/m/the_hunger_games_mockingjay_part_2,49,https://www.boxofficemojo.com/weekend/2015W49/?ref_=bo_wey_table_4,https://www.boxofficemojo.com/release/rl4032333313/?ref_=bo_wey_table_4
2,Dec 11-13,66695452,-23.1,77446378,-20.8,92,The Hunger Games: Mockingjay - Part 2,https://www.rottentomatoes.com/m/the_hunger_games_mockingjay_part_2,50,https://www.boxofficemojo.com/weekend/2015W50/?ref_=bo_wey_table_3,https://www.boxofficemojo.com/release/rl4032333313/?ref_=bo_wey_table_3
1,Dec 18-20,302697164,353.8,313284961,304.5,86,Star Wars: Episode VII - The Force Awakens,https://www.rottentomatoes.com/m/star_wars_episode_vii_the_force_awakens,51,https://www.boxofficemojo.com/weekend/2015W51/?ref_=bo_wey_table_2,https://www.boxofficemojo.com/release/rl2691925505/?ref_=bo_wey_table_2
0,Dec 25-27,273024546,-9.8,296447415,-5.4,72,Star Wars: Episode VII - The Force Awakens,https://www.rottentomatoes.com/m/star_wars_episode_vii_the_force_awakens,52,https://www.boxofficemojo.com/weekend/2015W52/?ref_=bo_wey_table_1,https://www.boxofficemojo.com/release/rl2691925505/?ref_=bo_wey_table_1
