,weekend,top10gross,top10percentchange,overallgross,overallpercentchange,numreleases,num1release,weeknum,RTLink,weekendlink,num1link
14,Aug 18-20,79747611,-13.5,100139189,-8.0,66,The Cell,33,https://www.rottentomatoes.com/m/the_cell_2000,https://www.boxofficemojo.com/weekend/2000W33/?ref_=bo_wey_table_26,https://www.boxofficemojo.com/release/rl3964175873/?ref_=bo_wey_table_26
13,Aug 25-27,69438933,-12.9,91425544,-8.7,70,Bring It On,34,https://www.rottentomatoes.com/m/bring_it_on,https://www.boxofficemojo.com/weekend/2000W34/?ref_=bo_wey_table_25,https://www.boxofficemojo.com/release/rl2085193217/?ref_=bo_wey_table_25
46,Sep 1-3,44741276,-35.6,48935304,-46.5,17,Bring It On,35,https://www.rottentomatoes.com/m/bring_it_on,https://www.boxofficemojo.com/weekend/2000W35/?ref_=bo_wey_table_24,https://www.boxofficemojo.com/release/rl2085193217/?ref_=bo_wey_table_24
12,Sep 8-10,41681570,-6.8,60869331,24.4,67,The Watcher,36,https://www.rottentomatoes.com/m/watcher,https://www.boxofficemojo.com/weekend/2000W36/?ref_=bo_wey_table_22,https://www.boxofficemojo.com/release/rl7898625/?ref_=bo_wey_table_22
11,Sep 15-17,34760709,-16.6,53693969,-11.8,71,The Watcher,37,https://www.rottentomatoes.com/m/watcher,https://www.boxofficemojo.com/weekend/2000W37/?ref_=bo_wey_table_21,https://www.boxofficemojo.com/release/rl7898625/?ref_=bo_wey_table_21
10,Sep 22-24,44541332,28.1,62338330,16.1,71,Urban Legends: Final Cut,38,https://www.rottentomatoes.com/m/urban_legends_final_cut,https://www.boxofficemojo.com/weekend/2000W38/?ref_=bo_wey_table_20,https://www.boxofficemojo.com/release/rl830047745/?ref_=bo_wey_table_20
9,Sep 29-Oct 1,50235733,12.8,64957895,4.2,65,Remember the Titans,39,https://www.rottentomatoes.com/m/remember_the_titans,https://www.boxofficemojo.com/weekend/2000W39/?ref_=bo_wey_table_19,https://www.boxofficemojo.com/release/rl2892858881/?ref_=bo_wey_table_19
45,Oct 6-8,74008718,47.3,87052896,34.0,64,Meet the Parents,40,https://www.rottentomatoes.com/m/meet_the_parents,https://www.boxofficemojo.com/weekend/2000W40/?ref_=bo_wey_table_18,https://www.boxofficemojo.com/release/rl677545473/?ref_=bo_wey_table_18
8,Oct 13-15,70466230,-4.8,83746624,-3.8,65,Meet the Parents,41,https://www.rottentomatoes.com/m/meet_the_parents,https://www.boxofficemojo.com/weekend/2000W41/?ref_=bo_wey_table_16,https://www.boxofficemojo.com/release/rl677545473/?ref_=bo_wey_table_16
7,Oct 20-22,67346403,-4.4,80643518,-3.7,65,Meet the Parents,42,https://www.rottentomatoes.com/m/meet_the_parents,https://www.boxofficemojo.com/weekend/2000W42/?ref_=bo_wey_table_15,https://www.boxofficemojo.com/release/rl677545473/?ref_=bo_wey_table_15
6,Oct 27-29,67898055,0.8,81274852,0.8,74,Meet the Parents,43,https://www.rottentomatoes.com/m/meet_the_parents,https://www.boxofficemojo.com/weekend/2000W43/?ref_=bo_wey_table_14,https://www.boxofficemojo.com/release/rl677545473/?ref_=bo_wey_table_14
5,Nov 3-5,92320475,36.0,104366060,28.4,69,Charlie's Angels,44,https://www.rottentomatoes.com/m/charlies_angels,https://www.boxofficemojo.com/weekend/2000W44/?ref_=bo_wey_table_13,https://www.boxofficemojo.com/release/rl608929281/?ref_=bo_wey_table_13
4,Nov 10-12,92712524,0.4,105275044,0.9,62,Charlie's Angels,45,https://www.rottentomatoes.com/m/charlies_angels,https://www.boxofficemojo.com/weekend/2000W45/?ref_=bo_wey_table_12,https://www.boxofficemojo.com/release/rl608929281/?ref_=bo_wey_table_12
44,Nov 17-19,143270337,54.5,154700471,46.9,61,How the Grinch Stole Christmas,46,https://www.rottentomatoes.com/m/how_the_grinch_stole_christmas,https://www.boxofficemojo.com/weekend/2000W46/?ref_=bo_wey_table_11,https://www.boxofficemojo.com/release/rl3059189249/?ref_=bo_wey_table_11
3,Nov 24-26,163233836,13.9,176551210,14.1,63,How the Grinch Stole Christmas,47,https://www.rottentomatoes.com/m/how_the_grinch_stole_christmas,https://www.boxofficemojo.com/weekend/2000W47/?ref_=bo_wey_table_8,https://www.boxofficemojo.com/release/rl3059189249/?ref_=bo_wey_table_8
2,Dec 1-3,80009485,-51.0,88566388,-49.8,60,How the Grinch Stole Christmas,48,https://www.rottentomatoes.com/m/how_the_grinch_stole_christmas,https://www.boxofficemojo.com/weekend/2000W48/?ref_=bo_wey_table_7,https://www.boxofficemojo.com/release/rl3059189249/?ref_=bo_wey_table_7
1,Dec 8-10,77568179,-3.1,87458310,-1.3,61,How the Grinch Stole Christmas,49,https://www.rottentomatoes.com/m/how_the_grinch_stole_christmas,https://www.boxofficemojo.com/weekend/2000W49/?ref_=bo_wey_table_6,https://www.boxofficemojo.com/release/rl3059189249/?ref_=bo_wey_table_6
0,Dec 15-17,96241758,24.1,105602850,20.7,59,What Women Want,50,https://www.rottentomatoes.com/m/what_women_want,https://www.boxofficemojo.com/weekend/2000W50/?ref_=bo_wey_table_5,https://www.boxofficemojo.com/release/rl3849881089/?ref_=bo_wey_table_5
43,Dec 22-24,92504427,-3.9,92663044,-12.3,16,Cast Away,51,https://www.rottentomatoes.com/m/cast_away,https://www.boxofficemojo.com/weekend/2000W51/?ref_=bo_wey_table_4,https://www.boxofficemojo.com/release/rl2772993537/?ref_=bo_wey_table_4
42,Dec 29-31,112260049,21.4,117316148,26.6,21,Cast Away,52,https://www.rottentomatoes.com/m/cast_away,https://www.boxofficemojo.com/weekend/2000W52/?ref_=bo_wey_table_2,https://www.boxofficemojo.com/release/rl2772993537/?ref_=bo_wey_table_2
