,weekend,top10gross,top10percentchange,overallgross,overallpercentchange,numreleases,num1release,RTLink,weeknum,weekendlink,num1link
35,Mar 19-21,105621482,4.3,119048449,1.1,130,Dawn of the Dead,https://www.rottentomatoes.com/m/dawn_of_the_dead,12,https://www.boxofficemojo.com/weekend/2004W12/?ref_=bo_wey_table_49,https://www.boxofficemojo.com/release/rl1665959425/?ref_=bo_wey_table_49
34,Mar 26-28,102319550,-3.1,119455140,0.3,135,Scooby-Doo 2: Monsters Unleashed,https://www.rottentomatoes.com/m/scooby_doo_2_monsters_unleashed,13,https://www.boxofficemojo.com/weekend/2004W13/?ref_=bo_wey_table_48,https://www.boxofficemojo.com/release/rl3647964673/?ref_=bo_wey_table_48
33,Apr 2-4,107623883,5.2,127474117,6.7,136,Hellboy,https://www.rottentomatoes.com/m/hellboy,14,https://www.boxofficemojo.com/weekend/2004W14/?ref_=bo_wey_table_47,https://www.boxofficemojo.com/release/rl827950593/?ref_=bo_wey_table_47
50,Apr 9-11,87892722,-18.3,115752155,-9.2,132,The Passion of the Christ,https://www.rottentomatoes.com/m/passion_of_the_christ,15,https://www.boxofficemojo.com/weekend/2004W15/?ref_=bo_wey_table_45,https://www.boxofficemojo.com/release/rl3781789185/?ref_=bo_wey_table_45
32,Apr 16-18,78968385,-10.2,105529236,-8.8,141,Kill Bill: Vol. 2,https://www.rottentomatoes.com/m/kill_bill_volume_2,16,https://www.boxofficemojo.com/weekend/2004W16/?ref_=bo_wey_table_44,https://www.boxofficemojo.com/release/rl2119992833/?ref_=bo_wey_table_44
31,Apr 23-25,78861223,-0.1,98224767,-6.9,138,Man on Fire,https://www.rottentomatoes.com/m/man_on_fire,17,https://www.boxofficemojo.com/weekend/2004W17/?ref_=bo_wey_table_43,https://www.boxofficemojo.com/release/rl526616065/?ref_=bo_wey_table_43
30,Apr 30-May 2,83177726,5.5,104124996,6.0,150,Mean Girls,https://www.rottentomatoes.com/m/mean_girls,18,https://www.boxofficemojo.com/weekend/2004W18/?ref_=bo_wey_table_42,https://www.boxofficemojo.com/release/rl3395520001/?ref_=bo_wey_table_42
29,May 7-9,98399021,18.3,112340319,7.9,159,Van Helsing,https://www.rottentomatoes.com/m/van_helsing,19,https://www.boxofficemojo.com/weekend/2004W19/?ref_=bo_wey_table_41,https://www.boxofficemojo.com/release/rl175736321/?ref_=bo_wey_table_41
28,May 14-16,100629677,2.3,112771233,0.4,160,Troy,https://www.rottentomatoes.com/m/troy,20,https://www.boxofficemojo.com/weekend/2004W20/?ref_=bo_wey_table_40,https://www.boxofficemojo.com/release/rl3698820609/?ref_=bo_wey_table_40
27,May 21-23,161847766,60.8,171154598,51.8,158,Shrek 2,https://www.rottentomatoes.com/m/shrek_2,21,https://www.boxofficemojo.com/weekend/2004W21/?ref_=bo_wey_table_39,https://www.boxofficemojo.com/release/rl24217089/?ref_=bo_wey_table_39
49,May 28-30,184125061,13.8,191758229,12.0,99,Shrek 2,https://www.rottentomatoes.com/m/shrek_2,22,https://www.boxofficemojo.com/weekend/2004W22/?ref_=bo_wey_table_38,https://www.boxofficemojo.com/release/rl24217089/?ref_=bo_wey_table_38
26,Jun 4-6,182021652,-1.1,188373383,-1.8,147,Harry Potter and the Prisoner of Azkaban,https://www.rottentomatoes.com/m/harry_potter_and_the_prisoner_of_azkaban,23,https://www.boxofficemojo.com/weekend/2004W23/?ref_=bo_wey_table_36,https://www.boxofficemojo.com/release/rl1449887233/?ref_=bo_wey_table_36
25,Jun 11-13,151332493,-16.9,159339078,-15.4,134,Harry Potter and the Prisoner of Azkaban,https://www.rottentomatoes.com/m/harry_potter_and_the_prisoner_of_azkaban,24,https://www.boxofficemojo.com/weekend/2004W24/?ref_=bo_wey_table_35,https://www.boxofficemojo.com/release/rl1449887233/?ref_=bo_wey_table_35
24,Jun 18-20,128069046,-15.4,136816047,-14.1,128,Dodgeball: A True Underdog Story,https://www.rottentomatoes.com/m/dodgeball_a_true_underdog_story,25,https://www.boxofficemojo.com/weekend/2004W25/?ref_=bo_wey_table_34,https://www.boxofficemojo.com/release/rl3578758657/?ref_=bo_wey_table_34
23,Jun 25-27,129176051,0.9,150010545,9.6,127,Fahrenheit 9/11,https://www.rottentomatoes.com/m/fahrenheit_911,26,https://www.boxofficemojo.com/weekend/2004W26/?ref_=bo_wey_table_33,https://www.boxofficemojo.com/release/rl2672854529/?ref_=bo_wey_table_33
48,Jul 2-4,154099164,19.3,165319841,10.2,86,Spider-Man 2,https://www.rottentomatoes.com/m/spiderman_2,27,https://www.boxofficemojo.com/weekend/2004W27/?ref_=bo_wey_table_32,https://www.boxofficemojo.com/release/rl896763393/?ref_=bo_wey_table_32
22,Jul 9-11,131827683,-14.5,148120057,-10.4,110,Spider-Man 2,https://www.rottentomatoes.com/m/spiderman_2,28,https://www.boxofficemojo.com/weekend/2004W28/?ref_=bo_wey_table_30,https://www.boxofficemojo.com/release/rl896763393/?ref_=bo_wey_table_30
21,Jul 16-18,134570481,2.1,153673841,3.7,123,"I, Robot",https://www.rottentomatoes.com/m/i_robot,29,https://www.boxofficemojo.com/weekend/2004W29/?ref_=bo_wey_table_29,https://www.boxofficemojo.com/release/rl1616545281/?ref_=bo_wey_table_29
20,Jul 23-25,135184908,0.5,153175315,-0.3,116,The Bourne Supremacy,https://www.rottentomatoes.com/m/bourne_supremacy,30,https://www.boxofficemojo.com/weekend/2004W30/?ref_=bo_wey_table_28,https://www.boxofficemojo.com/release/rl2487649793/?ref_=bo_wey_table_28
19,Jul 30-Aug 1,136648459,1.1,156885192,2.4,124,The Village,https://www.rottentomatoes.com/m/village,31,https://www.boxofficemojo.com/weekend/2004W31/?ref_=bo_wey_table_27,https://www.boxofficemojo.com/release/rl1132037633/?ref_=bo_wey_table_27
18,Aug 6-8,93818029,-31.3,113304888,-27.8,119,Collateral,https://www.rottentomatoes.com/m/collateral,32,https://www.boxofficemojo.com/weekend/2004W32/?ref_=bo_wey_table_26,https://www.boxofficemojo.com/release/rl1078625793/?ref_=bo_wey_table_26
17,Aug 13-15,119841838,27.7,137636074,21.5,124,Alien vs. Predator,https://www.rottentomatoes.com/m/alien_vs_predator,33,https://www.boxofficemojo.com/weekend/2004W33/?ref_=bo_wey_table_25,https://www.boxofficemojo.com/release/rl776308225/?ref_=bo_wey_table_25
16,Aug 20-22,96455296,-19.5,119408573,-13.2,129,Exorcist: The Beginning,https://www.rottentomatoes.com/m/exorcist_the_beginning,34,https://www.boxofficemojo.com/weekend/2004W34/?ref_=bo_wey_table_24,https://www.boxofficemojo.com/release/rl1515226625/?ref_=bo_wey_table_24
15,Aug 27-29,78830121,-18.3,103982499,-12.9,126,Hero,https://www.rottentomatoes.com/m/hero,35,https://www.boxofficemojo.com/weekend/2004W35/?ref_=bo_wey_table_23,https://www.boxofficemojo.com/release/rl2103019009/?ref_=bo_wey_table_23
47,Sep 3-5,58998603,-25.2,89016102,-14.4,110,Hero,https://www.rottentomatoes.com/m/hero,36,https://www.boxofficemojo.com/weekend/2004W36/?ref_=bo_wey_table_21,https://www.boxofficemojo.com/release/rl2103019009/?ref_=bo_wey_table_21
14,Sep 10-12,59095246,0.2,80268102,-9.8,125,Resident Evil: Apocalypse,https://www.rottentomatoes.com/m/resident_evil_apocalypse,37,https://www.boxofficemojo.com/weekend/2004W37/?ref_=bo_wey_table_20,https://www.boxofficemojo.com/release/rl2171438593/?ref_=bo_wey_table_20
13,Sep 17-19,60061974,1.6,78833307,-1.8,137,Sky Captain and the World of Tomorrow,https://www.rottentomatoes.com/m/sky_captain,38,https://www.boxofficemojo.com/weekend/2004W38/?ref_=bo_wey_table_19,https://www.boxofficemojo.com/release/rl4000417281/?ref_=bo_wey_table_19
12,Sep 24-26,55689771,-7.3,71379304,-9.5,148,The Forgotten,https://www.rottentomatoes.com/m/forgotten,39,https://www.boxofficemojo.com/weekend/2004W39/?ref_=bo_wey_table_18,https://www.boxofficemojo.com/release/rl1246922241/?ref_=bo_wey_table_18
11,Oct 1-3,98687284,77.2,113687612,59.3,142,Shark Tale,https://www.rottentomatoes.com/m/shark_tale,40,https://www.boxofficemojo.com/weekend/2004W40/?ref_=bo_wey_table_17,https://www.boxofficemojo.com/release/rl3933111809/?ref_=bo_wey_table_17
46,Oct 8-10,95535064,-3.2,108261148,-4.8,142,Shark Tale,https://www.rottentomatoes.com/m/shark_tale,41,https://www.boxofficemojo.com/weekend/2004W41/?ref_=bo_wey_table_16,https://www.boxofficemojo.com/release/rl3933111809/?ref_=bo_wey_table_16
10,Oct 15-17,86263922,-9.7,97578266,-9.9,151,Shark Tale,https://www.rottentomatoes.com/m/shark_tale,42,https://www.boxofficemojo.com/weekend/2004W42/?ref_=bo_wey_table_14,https://www.boxofficemojo.com/release/rl3933111809/?ref_=bo_wey_table_14
9,Oct 22-24,95443105,10.6,106317120,9.0,148,The Grudge,https://www.rottentomatoes.com/m/the_grudge,43,https://www.boxofficemojo.com/weekend/2004W43/?ref_=bo_wey_table_13,https://www.boxofficemojo.com/release/rl2639758849/?ref_=bo_wey_table_13
8,Oct 29-31,88903187,-6.9,100392989,-5.6,141,The Grudge,https://www.rottentomatoes.com/m/the_grudge,44,https://www.boxofficemojo.com/weekend/2004W44/?ref_=bo_wey_table_12,https://www.boxofficemojo.com/release/rl2639758849/?ref_=bo_wey_table_12
7,Nov 5-7,131864106,48.3,144384462,43.8,127,The Incredibles,https://www.rottentomatoes.com/m/incredibles,45,https://www.boxofficemojo.com/weekend/2004W45/?ref_=bo_wey_table_11,https://www.boxofficemojo.com/release/rl2807793153/?ref_=bo_wey_table_11
6,Nov 12-14,131257704,-0.5,144757930,0.3,128,The Incredibles,https://www.rottentomatoes.com/m/incredibles,46,https://www.boxofficemojo.com/weekend/2004W46/?ref_=bo_wey_table_10,https://www.boxofficemojo.com/release/rl2807793153/?ref_=bo_wey_table_10
45,Nov 19-21,139057519,5.9,152421259,5.3,131,National Treasure,https://www.rottentomatoes.com/m/national_treasure,47,https://www.boxofficemojo.com/weekend/2004W47/?ref_=bo_wey_table_9,https://www.boxofficemojo.com/release/rl2321843713/?ref_=bo_wey_table_9
5,Nov 26-28,146437423,5.3,162308348,6.5,117,National Treasure,https://www.rottentomatoes.com/m/national_treasure,48,https://www.boxofficemojo.com/weekend/2004W48/?ref_=bo_wey_table_6,https://www.boxofficemojo.com/release/rl2321843713/?ref_=bo_wey_table_6
4,Dec 3-5,75632953,-11.5,87168985,-11.0,112,National Treasure,https://www.rottentomatoes.com/m/national_treasure,49,https://www.boxofficemojo.com/weekend/2004W49/?ref_=bo_wey_table_5,https://www.boxofficemojo.com/release/rl2321843713/?ref_=bo_wey_table_5
3,Dec 10-12,98593405,30.4,106966751,22.7,125,Ocean's Twelve,https://www.rottentomatoes.com/m/oceans_twelve,50,https://www.boxofficemojo.com/weekend/2004W50/?ref_=bo_wey_table_4,https://www.boxofficemojo.com/release/rl426149377/?ref_=bo_wey_table_4
2,Dec 17-19,94894514,-3.8,107253447,0.3,113,Lemony Snicket's A Series of Unfortunate Events,https://www.rottentomatoes.com/m/lemony_snicket,51,https://www.boxofficemojo.com/weekend/2004W51/?ref_=bo_wey_table_3,https://www.boxofficemojo.com/release/rl358516225/?ref_=bo_wey_table_3
1,Dec 24-26,112673267,18.7,136055907,26.9,103,Meet the Fockers,https://www.rottentomatoes.com/m/meet_the_fockers,52,https://www.boxofficemojo.com/weekend/2004W52/?ref_=bo_wey_table_2,https://www.boxofficemojo.com/release/rl862094849/?ref_=bo_wey_table_2
0,"Dec 31-Jan 2, 2005",114961674,2.0,146324498,7.5,97,Meet the Fockers,https://www.rottentomatoes.com/m/meet_the_fockers,53,https://www.boxofficemojo.com/weekend/2004W53/?ref_=bo_wey_table_1,https://www.boxofficemojo.com/release/rl862094849/?ref_=bo_wey_table_1
