,weekend,top10gross,top10percentchange,overallgross,overallpercentchange,numreleases,num1release,RTLink,weeknum,weekendlink,num1link
15,Aug 10-12,134842684,-14.4,155463782,-12.4,107,Rush Hour 3,https://www.rottentomatoes.com/m/rush_hour_3,32,https://www.boxofficemojo.com/weekend/2007W32/?ref_=bo_wey_table_27,https://www.boxofficemojo.com/release/rl560956929/?ref_=bo_wey_table_27
14,Aug 17-19,108565896,-19.5,130369644,-16.1,119,Superbad,https://www.rottentomatoes.com/m/superbad,33,https://www.boxofficemojo.com/weekend/2007W33/?ref_=bo_wey_table_26,https://www.boxofficemojo.com/release/rl2272429569/?ref_=bo_wey_table_26
13,Aug 24-26,84691057,-22.0,109818926,-15.8,115,Superbad,https://www.rottentomatoes.com/m/superbad,34,https://www.boxofficemojo.com/weekend/2007W34/?ref_=bo_wey_table_25,https://www.boxofficemojo.com/release/rl2272429569/?ref_=bo_wey_table_25
47,Aug 31-Sep 2,91762724,8.3,118256479,7.7,110,Halloween,https://www.rottentomatoes.com/m/halloween_2007,35,https://www.boxofficemojo.com/weekend/2007W35/?ref_=bo_wey_table_23,https://www.boxofficemojo.com/release/rl1012303361/?ref_=bo_wey_table_23
12,Sep 7-9,61765508,-32.7,80016875,-32.3,129,3:10 to Yuma,https://www.rottentomatoes.com/m/310_to_yuma,36,https://www.boxofficemojo.com/weekend/2007W36/?ref_=bo_wey_table_22,https://www.boxofficemojo.com/release/rl3057747457/?ref_=bo_wey_table_22
11,Sep 14-16,60351939,-2.3,79356601,-0.8,135,The Brave One,https://www.rottentomatoes.com/m/brave_one,37,https://www.boxofficemojo.com/weekend/2007W37/?ref_=bo_wey_table_21,https://www.boxofficemojo.com/release/rl3611723265/?ref_=bo_wey_table_21
10,Sep 21-23,75128042,24.5,97200703,22.5,133,Resident Evil: Extinction,https://www.rottentomatoes.com/m/resident_evil_extinction,38,https://www.boxofficemojo.com/weekend/2007W38/?ref_=bo_wey_table_20,https://www.boxofficemojo.com/release/rl2406319617/?ref_=bo_wey_table_20
9,Sep 28-30,72818734,-3.1,91136426,-6.2,133,The Game Plan,https://www.rottentomatoes.com/m/the_gameplan,39,https://www.boxofficemojo.com/weekend/2007W39/?ref_=bo_wey_table_19,https://www.boxofficemojo.com/release/rl1247118849/?ref_=bo_wey_table_19
46,Oct 5-7,63082114,-13.4,84553458,-7.2,129,The Game Plan,https://www.rottentomatoes.com/m/the_gameplan,40,https://www.boxofficemojo.com/weekend/2007W40/?ref_=bo_wey_table_18,https://www.boxofficemojo.com/release/rl1247118849/?ref_=bo_wey_table_18
8,Oct 12-14,80316757,27.3,100014244,18.3,140,Why Did I Get Married?,https://www.rottentomatoes.com/m/why_did_i_get_married,41,https://www.boxofficemojo.com/weekend/2007W41/?ref_=bo_wey_table_16,https://www.boxofficemojo.com/release/rl1870366209/?ref_=bo_wey_table_16
7,Oct 19-21,68917610,-14.2,90610321,-9.4,142,30 Days of Night,https://www.rottentomatoes.com/m/30_days_of_night,42,https://www.boxofficemojo.com/weekend/2007W42/?ref_=bo_wey_table_15,https://www.boxofficemojo.com/release/rl2990638593/?ref_=bo_wey_table_15
6,Oct 26-28,81239698,17.9,102425272,13.0,129,Saw IV,https://www.rottentomatoes.com/m/saw_4,43,https://www.boxofficemojo.com/weekend/2007W43/?ref_=bo_wey_table_14,https://www.boxofficemojo.com/release/rl2356119041/?ref_=bo_wey_table_14
5,Nov 2-4,118917527,46.4,134982945,31.8,113,American Gangster,https://www.rottentomatoes.com/m/american_gangster,44,https://www.boxofficemojo.com/weekend/2007W44/?ref_=bo_wey_table_13,https://www.boxofficemojo.com/release/rl1195607553/?ref_=bo_wey_table_13
4,Nov 9-11,94231894,-20.8,113590417,-15.8,130,Bee Movie,https://www.rottentomatoes.com/m/bee_movie,45,https://www.boxofficemojo.com/weekend/2007W45/?ref_=bo_wey_table_12,https://www.boxofficemojo.com/release/rl1984202241/?ref_=bo_wey_table_12
45,Nov 16-18,90445557,-4.0,104572430,-7.9,116,Beowulf,https://www.rottentomatoes.com/m/beowulf,46,https://www.boxofficemojo.com/weekend/2007W46/?ref_=bo_wey_table_11,https://www.boxofficemojo.com/release/rl2789508609/?ref_=bo_wey_table_11
3,Nov 23-25,139986104,54.8,162176916,55.1,120,Enchanted,https://www.rottentomatoes.com/m/enchanted,47,https://www.boxofficemojo.com/weekend/2007W47/?ref_=bo_wey_table_8,https://www.boxofficemojo.com/release/rl2521925121/?ref_=bo_wey_table_8
2,Nov 30-Dec 2,68453426,-51.1,84456667,-47.9,121,Enchanted,https://www.rottentomatoes.com/m/enchanted,48,https://www.boxofficemojo.com/weekend/2007W48/?ref_=bo_wey_table_7,https://www.boxofficemojo.com/release/rl2521925121/?ref_=bo_wey_table_7
1,Dec 7-9,68128819,-0.5,83158657,-1.5,124,The Golden Compass,https://www.rottentomatoes.com/m/his_dark_materials_the_golden_compass,49,https://www.boxofficemojo.com/weekend/2007W49/?ref_=bo_wey_table_6,https://www.boxofficemojo.com/release/rl2572453377/?ref_=bo_wey_table_6
0,Dec 14-16,149415413,119.3,161252186,93.9,105,I Am Legend,https://www.rottentomatoes.com/m/i_am_legend,50,https://www.boxofficemojo.com/weekend/2007W50/?ref_=bo_wey_table_5,https://www.boxofficemojo.com/release/rl3394799105/?ref_=bo_wey_table_5
44,Dec 21-23,147707092,-1.1,159705268,-1.0,78,National Treasure: Book of Secrets,https://www.rottentomatoes.com/m/national_treasure_book_of_secrets,51,https://www.boxofficemojo.com/weekend/2007W51/?ref_=bo_wey_table_4,https://www.boxofficemojo.com/release/rl2338620929/?ref_=bo_wey_table_4
43,Dec 28-30,157924807,6.9,185938245,16.4,91,National Treasure: Book of Secrets,https://www.rottentomatoes.com/m/national_treasure_book_of_secrets,52,https://www.boxofficemojo.com/weekend/2007W52/?ref_=bo_wey_table_2,https://www.boxofficemojo.com/release/rl2338620929/?ref_=bo_wey_table_2
