,weekend,top10gross,top10percentchange,overallgross,overallpercentchange,numreleases,num1release,RTLink,weeknum,weekendlink,num1link
17,Jul 29-31,174855310,-2.0,190037811,-3.1,103,Jason Bourne,https://www.rottentomatoes.com/m/jason_bourne,31,https://www.boxofficemojo.com/weekend/2016W31/?ref_=bo_wey_table_29,https://www.boxofficemojo.com/release/rl2537981441/?ref_=bo_wey_table_29
16,Aug 5-7,217747182,24.5,228766926,20.4,101,Suicide Squad,https://www.rottentomatoes.com/m/suicide_squad_2016,32,https://www.boxofficemojo.com/weekend/2016W32/?ref_=bo_wey_table_28,https://www.boxofficemojo.com/release/rl1145865729/?ref_=bo_wey_table_28
15,Aug 12-14,153823583,-29.4,172300640,-24.7,113,Suicide Squad,https://www.rottentomatoes.com/m/suicide_squad_2016,33,https://www.boxofficemojo.com/weekend/2016W33/?ref_=bo_wey_table_27,https://www.boxofficemojo.com/release/rl1145865729/?ref_=bo_wey_table_27
14,Aug 19-21,112417199,-26.9,132091889,-23.3,111,Suicide Squad,https://www.rottentomatoes.com/m/suicide_squad_2016,34,https://www.boxofficemojo.com/weekend/2016W34/?ref_=bo_wey_table_26,https://www.boxofficemojo.com/release/rl1145865729/?ref_=bo_wey_table_26
13,Aug 26-28,91226565,-18.8,117321334,-11.2,107,Don't Breathe,https://www.rottentomatoes.com/m/dont_breathe_2016,35,https://www.boxofficemojo.com/weekend/2016W35/?ref_=bo_wey_table_25,https://www.boxofficemojo.com/release/rl2692711937/?ref_=bo_wey_table_25
47,Sep 2-4,66887892,-26.7,100107664,-14.7,106,Don't Breathe,https://www.rottentomatoes.com/m/dont_breathe_2016,36,https://www.boxofficemojo.com/weekend/2016W36/?ref_=bo_wey_table_24,https://www.boxofficemojo.com/release/rl2692711937/?ref_=bo_wey_table_24
12,Sep 9-11,80346710,20.1,100848825,0.7,122,Sully,https://www.rottentomatoes.com/m/sully,37,https://www.boxofficemojo.com/weekend/2016W37/?ref_=bo_wey_table_22,https://www.boxofficemojo.com/release/rl3581707777/?ref_=bo_wey_table_22
11,Sep 16-18,71090385,-11.5,90021653,-10.7,126,Sully,https://www.rottentomatoes.com/m/sully,38,https://www.boxofficemojo.com/weekend/2016W38/?ref_=bo_wey_table_21,https://www.boxofficemojo.com/release/rl3581707777/?ref_=bo_wey_table_21
10,Sep 23-25,92840344,30.6,104137992,15.7,134,The Magnificent Seven,https://www.rottentomatoes.com/m/the_magnificent_seven_2016,39,https://www.boxofficemojo.com/weekend/2016W39/?ref_=bo_wey_table_20,https://www.boxofficemojo.com/release/rl3128788481/?ref_=bo_wey_table_20
9,Sep 30-Oct 2,102190772,10.1,114916308,10.4,136,Miss Peregrine's Home for Peculiar Children,https://www.rottentomatoes.com/m/miss_peregrines_home_for_peculiar_children,40,https://www.boxofficemojo.com/weekend/2016W40/?ref_=bo_wey_table_19,https://www.boxofficemojo.com/release/rl224953857/?ref_=bo_wey_table_19
46,Oct 7-9,93110131,-8.9,104318625,-9.2,127,The Girl on the Train,https://www.rottentomatoes.com/m/the_girl_on_the_train_2016,41,https://www.boxofficemojo.com/weekend/2016W41/?ref_=bo_wey_table_18,https://www.boxofficemojo.com/release/rl1333560833/?ref_=bo_wey_table_18
8,Oct 14-16,84988876,-8.7,98992813,-5.1,127,The Accountant,https://www.rottentomatoes.com/m/the_accountant_2016,42,https://www.boxofficemojo.com/weekend/2016W42/?ref_=bo_wey_table_16,https://www.boxofficemojo.com/release/rl1702725121/?ref_=bo_wey_table_16
7,Oct 21-23,109125994,28.4,125010284,26.3,132,Boo! A Madea Halloween,https://www.rottentomatoes.com/m/tyler_perrys_boo_a_madea_halloween,43,https://www.boxofficemojo.com/weekend/2016W43/?ref_=bo_wey_table_15,https://www.boxofficemojo.com/release/rl746554881/?ref_=bo_wey_table_15
6,Oct 28-30,74204699,-32.0,88827696,-28.9,123,Boo! A Madea Halloween,https://www.rottentomatoes.com/m/tyler_perrys_boo_a_madea_halloween,44,https://www.boxofficemojo.com/weekend/2016W44/?ref_=bo_wey_table_14,https://www.boxofficemojo.com/release/rl746554881/?ref_=bo_wey_table_14
5,Nov 4-6,180664140,143.5,191568495,115.7,123,Doctor Strange,https://www.rottentomatoes.com/m/doctor_strange_2016,45,https://www.boxofficemojo.com/weekend/2016W45/?ref_=bo_wey_table_13,https://www.boxofficemojo.com/release/rl3076752897/?ref_=bo_wey_table_13
4,Nov 11-13,145898093,-19.2,158440850,-17.3,122,Doctor Strange,https://www.rottentomatoes.com/m/doctor_strange_2016,46,https://www.boxofficemojo.com/weekend/2016W46/?ref_=bo_wey_table_12,https://www.boxofficemojo.com/release/rl3076752897/?ref_=bo_wey_table_12
45,Nov 18-20,146558755,0.5,157984223,-0.3,121,Fantastic Beasts and Where to Find Them,https://www.rottentomatoes.com/m/fantastic_beasts_and_where_to_find_them,47,https://www.boxofficemojo.com/weekend/2016W47/?ref_=bo_wey_table_11,https://www.boxofficemojo.com/release/rl3696264705/?ref_=bo_wey_table_11
3,Nov 25-27,170608751,16.4,184385596,16.7,116,Moana,https://www.rottentomatoes.com/m/moana_2016,48,https://www.boxofficemojo.com/weekend/2016W48/?ref_=bo_wey_table_8,https://www.boxofficemojo.com/release/rl4249847297/?ref_=bo_wey_table_8
2,Dec 2-4,83749622,-50.9,95805897,-48.0,131,Moana,https://www.rottentomatoes.com/m/moana_2016,49,https://www.boxofficemojo.com/weekend/2016W49/?ref_=bo_wey_table_7,https://www.boxofficemojo.com/release/rl4249847297/?ref_=bo_wey_table_7
1,Dec 9-11,71566771,-14.5,83717240,-12.6,114,Moana,https://www.rottentomatoes.com/m/moana_2016,50,https://www.boxofficemojo.com/weekend/2016W50/?ref_=bo_wey_table_6,https://www.boxofficemojo.com/release/rl4249847297/?ref_=bo_wey_table_6
0,Dec 16-18,203485726,184.3,211583035,152.7,99,Rogue One: A Star Wars Story,https://www.rottentomatoes.com/m/rogue_one_a_star_wars_story,51,https://www.boxofficemojo.com/weekend/2016W51/?ref_=bo_wey_table_5,https://www.boxofficemojo.com/release/rl2557707777/?ref_=bo_wey_table_5
44,Dec 23-25,165020197,-18.9,181350322,-14.3,82,Rogue One: A Star Wars Story,https://www.rottentomatoes.com/m/rogue_one_a_star_wars_story,52,https://www.boxofficemojo.com/weekend/2016W52/?ref_=bo_wey_table_4,https://www.boxofficemojo.com/release/rl2557707777/?ref_=bo_wey_table_4
43,"Dec 30-Jan 1, 2017",166381697,0.8,186656052,2.9,81,Rogue One: A Star Wars Story,https://www.rottentomatoes.com/m/rogue_one_a_star_wars_story,53,https://www.boxofficemojo.com/weekend/2016W53/?ref_=bo_wey_table_2,https://www.boxofficemojo.com/release/rl2557707777/?ref_=bo_wey_table_2
