,weekend,top10gross,top10percentchange,overallgross,overallpercentchange,numreleases,num1release,weeknum,weekendlink,num1link
30,Apr 20-22,64219275,-9.4,82108387,-8.3,65,Bridget Jones's Diary,16,https://www.boxofficemojo.com/weekend/2001W16/?ref_=bo_wey_table_44,https://www.boxofficemojo.com/release/rl340362753/?ref_=bo_wey_table_44
29,Apr 27-29,50386961,-21.5,67577291,-17.7,64,Driven,17,https://www.boxofficemojo.com/weekend/2001W17/?ref_=bo_wey_table_43,https://www.boxofficemojo.com/release/rl2756609537/?ref_=bo_wey_table_43
28,May 4-6,97218110,92.9,110079321,62.9,66,The Mummy Returns,18,https://www.boxofficemojo.com/weekend/2001W18/?ref_=bo_wey_table_42,https://www.boxofficemojo.com/release/rl3580200449/?ref_=bo_wey_table_42
27,May 11-13,69550714,-28.5,79481312,-27.8,65,The Mummy Returns,19,https://www.boxofficemojo.com/weekend/2001W19/?ref_=bo_wey_table_41,https://www.boxofficemojo.com/release/rl3580200449/?ref_=bo_wey_table_41
26,May 18-20,94294422,35.6,102718085,29.2,63,Shrek,20,https://www.boxofficemojo.com/weekend/2001W20/?ref_=bo_wey_table_40,https://www.boxofficemojo.com/release/rl7439873/?ref_=bo_wey_table_40
48,May 25-27,137422090,45.7,141515069,37.8,21,Pearl Harbor,21,https://www.boxofficemojo.com/weekend/2001W21/?ref_=bo_wey_table_38,https://www.boxofficemojo.com/release/rl543720961/?ref_=bo_wey_table_38
25,Jun 1-3,120274270,-12.5,126612342,-10.5,61,Pearl Harbor,22,https://www.boxofficemojo.com/weekend/2001W22/?ref_=bo_wey_table_37,https://www.boxofficemojo.com/release/rl543720961/?ref_=bo_wey_table_37
24,Jun 8-10,93076000,-22.6,98679135,-22.1,61,Swordfish,23,https://www.boxofficemojo.com/weekend/2001W23/?ref_=bo_wey_table_36,https://www.boxofficemojo.com/release/rl141919745/?ref_=bo_wey_table_36
23,Jun 15-17,127001747,36.4,133096990,34.9,63,Lara Croft: Tomb Raider,24,https://www.boxofficemojo.com/weekend/2001W24/?ref_=bo_wey_table_35,https://www.boxofficemojo.com/release/rl1767867905/?ref_=bo_wey_table_35
22,Jun 22-24,132493383,4.3,141318352,6.2,62,The Fast and the Furious,25,https://www.boxofficemojo.com/weekend/2001W25/?ref_=bo_wey_table_34,https://www.boxofficemojo.com/release/rl928220673/?ref_=bo_wey_table_34
21,Jun 29-Jul 1,113812114,-14.1,126285098,-10.6,61,A.I. Artificial Intelligence,26,https://www.boxofficemojo.com/weekend/2001W26/?ref_=bo_wey_table_33,https://www.boxofficemojo.com/release/rl2504033793/?ref_=bo_wey_table_33
20,Jul 6-8,114917024,1.0,132213131,4.7,63,Cats & Dogs,27,https://www.boxofficemojo.com/weekend/2001W27/?ref_=bo_wey_table_32,https://www.boxofficemojo.com/release/rl2370340353/?ref_=bo_wey_table_32
19,Jul 13-15,103073616,-10.3,120754566,-8.7,62,Legally Blonde,28,https://www.boxofficemojo.com/weekend/2001W28/?ref_=bo_wey_table_31,https://www.boxofficemojo.com/release/rl861832705/?ref_=bo_wey_table_31
18,Jul 20-22,130460690,26.6,145209275,20.3,61,Jurassic Park III,29,https://www.boxofficemojo.com/weekend/2001W29/?ref_=bo_wey_table_30,https://www.boxofficemojo.com/release/rl3210577409/?ref_=bo_wey_table_30
17,Jul 27-29,140388522,7.6,153314926,5.6,62,Planet of the Apes,30,https://www.boxofficemojo.com/weekend/2001W30/?ref_=bo_wey_table_29,https://www.boxofficemojo.com/release/rl3379070465/?ref_=bo_wey_table_29
16,Aug 3-5,159718832,13.8,171841886,12.1,63,Rush Hour 2,31,https://www.boxofficemojo.com/weekend/2001W31/?ref_=bo_wey_table_28,https://www.boxofficemojo.com/release/rl795837953/?ref_=bo_wey_table_28
15,Aug 10-12,143895822,-9.9,158511004,-7.8,63,American Pie 2,32,https://www.boxofficemojo.com/weekend/2001W32/?ref_=bo_wey_table_27,https://www.boxofficemojo.com/release/rl2604893697/?ref_=bo_wey_table_27
14,Aug 17-19,98535024,-31.5,115137799,-27.4,61,American Pie 2,33,https://www.boxofficemojo.com/weekend/2001W33/?ref_=bo_wey_table_26,https://www.boxofficemojo.com/release/rl2604893697/?ref_=bo_wey_table_26
13,Aug 24-26,76812343,-22.0,97296997,-15.5,61,American Pie 2,34,https://www.boxofficemojo.com/weekend/2001W34/?ref_=bo_wey_table_25,https://www.boxofficemojo.com/release/rl2604893697/?ref_=bo_wey_table_25
47,Aug 31-Sep 2,70470375,-8.3,81288785,-16.5,19,Jeepers Creepers,35,https://www.boxofficemojo.com/weekend/2001W35/?ref_=bo_wey_table_23,https://www.boxofficemojo.com/release/rl3327821313/?ref_=bo_wey_table_23
12,Sep 7-9,57243510,-18.8,75714187,-6.9,61,The Musketeer,36,https://www.boxofficemojo.com/weekend/2001W36/?ref_=bo_wey_table_22,https://www.boxofficemojo.com/release/rl610567681/?ref_=bo_wey_table_22
11,Sep 14-16,48256060,-15.7,65880280,-13.0,62,Hardball,37,https://www.boxofficemojo.com/weekend/2001W37/?ref_=bo_wey_table_21,https://www.boxofficemojo.com/release/rl1616283137/?ref_=bo_wey_table_21
10,Sep 21-23,39168070,-18.8,59361105,-9.9,63,Hardball,38,https://www.boxofficemojo.com/weekend/2001W38/?ref_=bo_wey_table_20,https://www.boxofficemojo.com/release/rl1616283137/?ref_=bo_wey_table_20
9,Sep 28-30,61239377,56.4,75855334,27.8,62,Don't Say a Word,39,https://www.boxofficemojo.com/weekend/2001W39/?ref_=bo_wey_table_19,https://www.boxofficemojo.com/release/rl625903105/?ref_=bo_wey_table_19
46,Oct 5-7,81033528,32.3,91992909,21.3,65,Training Day,40,https://www.boxofficemojo.com/weekend/2001W40/?ref_=bo_wey_table_18,https://www.boxofficemojo.com/release/rl1165460993/?ref_=bo_wey_table_18
8,Oct 12-14,73642569,-9.1,86052568,-6.5,64,Training Day,41,https://www.boxofficemojo.com/weekend/2001W41/?ref_=bo_wey_table_16,https://www.boxofficemojo.com/release/rl1165460993/?ref_=bo_wey_table_16
7,Oct 19-21,67433022,-8.4,82624063,-4.0,64,From Hell,42,https://www.boxofficemojo.com/weekend/2001W42/?ref_=bo_wey_table_15,https://www.boxofficemojo.com/release/rl626361857/?ref_=bo_wey_table_15
6,Oct 26-28,67855902,0.6,85252263,3.2,69,K-PAX,43,https://www.boxofficemojo.com/weekend/2001W43/?ref_=bo_wey_table_14,https://www.boxofficemojo.com/release/rl3982263809/?ref_=bo_wey_table_14
5,Nov 2-4,129494878,90.8,144076022,69.0,63,"Monsters, Inc.",44,https://www.boxofficemojo.com/weekend/2001W44/?ref_=bo_wey_table_13,https://www.boxofficemojo.com/release/rl2070251009/?ref_=bo_wey_table_13
4,Nov 9-11,112416838,-13.2,126971783,-11.9,63,"Monsters, Inc.",45,https://www.boxofficemojo.com/weekend/2001W45/?ref_=bo_wey_table_12,https://www.boxofficemojo.com/release/rl2070251009/?ref_=bo_wey_table_12
45,Nov 16-18,150075625,33.5,160690436,26.6,62,Harry Potter and the Sorcerer's Stone,46,https://www.boxofficemojo.com/weekend/2001W46/?ref_=bo_wey_table_11,https://www.boxofficemojo.com/release/rl1416332801/?ref_=bo_wey_table_11
3,Nov 23-25,138700810,-7.6,152037811,-5.4,61,Harry Potter and the Sorcerer's Stone,47,https://www.boxofficemojo.com/weekend/2001W47/?ref_=bo_wey_table_8,https://www.boxofficemojo.com/release/rl1416332801/?ref_=bo_wey_table_8
2,Nov 30-Dec 2,79717385,-42.5,89743437,-41.0,63,Harry Potter and the Sorcerer's Stone,48,https://www.boxofficemojo.com/weekend/2001W48/?ref_=bo_wey_table_7,https://www.boxofficemojo.com/release/rl1416332801/?ref_=bo_wey_table_7
1,Dec 7-9,81015513,1.6,87375326,-2.6,61,Ocean's Eleven,49,https://www.boxofficemojo.com/weekend/2001W49/?ref_=bo_wey_table_6,https://www.boxofficemojo.com/release/rl409372161/?ref_=bo_wey_table_6
0,Dec 14-16,86788851,7.1,92818428,6.2,63,Vanilla Sky,50,https://www.boxofficemojo.com/weekend/2001W50/?ref_=bo_wey_table_5,https://www.boxofficemojo.com/release/rl209290753/?ref_=bo_wey_table_5
44,Dec 21-23,119543145,37.7,129645877,39.7,61,The Lord of the Rings: The Fellowship of the Ring,51,https://www.boxofficemojo.com/weekend/2001W51/?ref_=bo_wey_table_4,https://www.boxofficemojo.com/release/rl4200695297/?ref_=bo_wey_table_4
43,Dec 28-30,136876018,14.5,166978720,28.8,62,The Lord of the Rings: The Fellowship of the Ring,52,https://www.boxofficemojo.com/weekend/2001W52/?ref_=bo_wey_table_2,https://www.boxofficemojo.com/release/rl4200695297/?ref_=bo_wey_table_2
