,weekend,top10gross,top10percentchange,overallgross,overallpercentchange,numreleases,num1release,weeknum,weekendlink,num1link
26,May 18-20,200438167,58.2,209967303,50.9,122,Deadpool 2,20,https://www.boxofficemojo.com/weekend/2018W20/?ref_=bo_wey_table_40,https://www.boxofficemojo.com/release/rl2488436225/?ref_=bo_wey_table_40
48,May 25-27,175038242,-12.7,182046016,-13.3,117,Solo: A Star Wars Story,21,https://www.boxofficemojo.com/weekend/2018W21/?ref_=bo_wey_table_38,https://www.boxofficemojo.com/release/rl1954383361/?ref_=bo_wey_table_38
25,Jun 1-3,97051566,-44.6,106760099,-41.4,115,Solo: A Star Wars Story,22,https://www.boxofficemojo.com/weekend/2018W22/?ref_=bo_wey_table_37,https://www.boxofficemojo.com/release/rl1954383361/?ref_=bo_wey_table_37
24,Jun 8-10,109660193,13.0,120294762,12.7,112,Ocean's Eight,23,https://www.boxofficemojo.com/weekend/2018W23/?ref_=bo_wey_table_36,https://www.boxofficemojo.com/release/rl2206107137/?ref_=bo_wey_table_36
23,Jun 15-17,258481930,135.7,271034765,125.3,104,Incredibles 2,24,https://www.boxofficemojo.com/weekend/2018W24/?ref_=bo_wey_table_35,https://www.boxofficemojo.com/release/rl2071758337/?ref_=bo_wey_table_35
22,Jun 22-24,269388336,4.2,277365758,2.3,103,Jurassic World: Fallen Kingdom,25,https://www.boxofficemojo.com/weekend/2018W25/?ref_=bo_wey_table_34,https://www.boxofficemojo.com/release/rl1602061825/?ref_=bo_wey_table_34
21,Jun 29-Jul 1,167201140,-37.9,179844255,-35.2,108,Jurassic World: Fallen Kingdom,26,https://www.boxofficemojo.com/weekend/2018W26/?ref_=bo_wey_table_33,https://www.boxofficemojo.com/release/rl1602061825/?ref_=bo_wey_table_33
20,Jul 6-8,176800250,5.7,188609905,4.9,102,Ant-Man and the Wasp,27,https://www.boxofficemojo.com/weekend/2018W27/?ref_=bo_wey_table_32,https://www.boxofficemojo.com/release/rl2088535553/?ref_=bo_wey_table_32
19,Jul 13-15,154037869,-12.9,166028564,-12.0,102,Hotel Transylvania 3: Summer Vacation,28,https://www.boxofficemojo.com/weekend/2018W28/?ref_=bo_wey_table_31,https://www.boxofficemojo.com/release/rl3111945729/?ref_=bo_wey_table_31
18,Jul 20-22,157376958,2.2,172609113,4.0,101,The Equalizer 2,29,https://www.boxofficemojo.com/weekend/2018W29/?ref_=bo_wey_table_30,https://www.boxofficemojo.com/release/rl494765569/?ref_=bo_wey_table_30
17,Jul 27-29,143331278,-8.9,156588266,-9.3,111,Mission: Impossible - Fallout,30,https://www.boxofficemojo.com/weekend/2018W30/?ref_=bo_wey_table_29,https://www.boxofficemojo.com/release/rl2449573377/?ref_=bo_wey_table_29
16,Aug 3-5,119739621,-16.5,139748359,-10.8,108,Mission: Impossible - Fallout,31,https://www.boxofficemojo.com/weekend/2018W31/?ref_=bo_wey_table_28,https://www.boxofficemojo.com/release/rl2449573377/?ref_=bo_wey_table_28
15,Aug 10-12,126978553,6.0,147302462,5.4,100,The Meg,32,https://www.boxofficemojo.com/weekend/2018W32/?ref_=bo_wey_table_27,https://www.boxofficemojo.com/release/rl2105509377/?ref_=bo_wey_table_27
14,Aug 17-19,110718157,-12.8,129469267,-12.1,114,Crazy Rich Asians,33,https://www.boxofficemojo.com/weekend/2018W33/?ref_=bo_wey_table_26,https://www.boxofficemojo.com/release/rl1157858817/?ref_=bo_wey_table_26
13,Aug 24-26,84558009,-23.6,103657410,-19.9,113,Crazy Rich Asians,34,https://www.boxofficemojo.com/weekend/2018W34/?ref_=bo_wey_table_25,https://www.boxofficemojo.com/release/rl1157858817/?ref_=bo_wey_table_25
47,Aug 31-Sep 2,73798836,-12.7,99366551,-4.1,108,Crazy Rich Asians,35,https://www.boxofficemojo.com/weekend/2018W35/?ref_=bo_wey_table_23,https://www.boxofficemojo.com/release/rl1157858817/?ref_=bo_wey_table_23
12,Sep 7-9,106333196,44.1,121114594,21.9,112,The Nun,36,https://www.boxofficemojo.com/weekend/2018W36/?ref_=bo_wey_table_22,https://www.boxofficemojo.com/release/rl1493206529/?ref_=bo_wey_table_22
11,Sep 14-16,94001600,-11.6,109133476,-9.9,130,The Predator,37,https://www.boxofficemojo.com/weekend/2018W37/?ref_=bo_wey_table_21,https://www.boxofficemojo.com/release/rl1082099201/?ref_=bo_wey_table_21
10,Sep 21-23,78315568,-16.7,92316508,-15.4,124,The House with a Clock in Its Walls,38,https://www.boxofficemojo.com/weekend/2018W38/?ref_=bo_wey_table_20,https://www.boxofficemojo.com/release/rl1157793281/?ref_=bo_wey_table_20
9,Sep 28-30,92141186,17.7,106442479,15.3,130,Night School,39,https://www.boxofficemojo.com/weekend/2018W39/?ref_=bo_wey_table_19,https://www.boxofficemojo.com/release/rl3909125633/?ref_=bo_wey_table_19
46,Oct 5-7,168979851,83.4,178863365,68.0,122,Venom,40,https://www.boxofficemojo.com/weekend/2018W40/?ref_=bo_wey_table_18,https://www.boxofficemojo.com/release/rl2734720513/?ref_=bo_wey_table_18
8,Oct 12-14,126136778,-25.4,136738283,-23.6,126,Venom,41,https://www.boxofficemojo.com/weekend/2018W41/?ref_=bo_wey_table_16,https://www.boxofficemojo.com/release/rl2734720513/?ref_=bo_wey_table_16
7,Oct 19-21,155990869,23.7,166083062,21.5,111,Halloween,42,https://www.boxofficemojo.com/weekend/2018W42/?ref_=bo_wey_table_15,https://www.boxofficemojo.com/release/rl1342342657/?ref_=bo_wey_table_15
6,Oct 26-28,90992092,-41.7,105667363,-36.4,119,Halloween,43,https://www.boxofficemojo.com/weekend/2018W43/?ref_=bo_wey_table_14,https://www.boxofficemojo.com/release/rl1342342657/?ref_=bo_wey_table_14
5,Nov 2-4,129384786,42.2,145822119,38.0,119,Bohemian Rhapsody,44,https://www.boxofficemojo.com/weekend/2018W44/?ref_=bo_wey_table_13,https://www.boxofficemojo.com/release/rl3439363585/?ref_=bo_wey_table_13
4,Nov 9-11,152580543,17.9,168344121,15.4,113,The Grinch,45,https://www.boxofficemojo.com/weekend/2018W45/?ref_=bo_wey_table_12,https://www.boxofficemojo.com/release/rl3075966465/?ref_=bo_wey_table_12
45,Nov 16-18,161437498,5.8,174705199,3.8,107,Fantastic Beasts: The Crimes of Grindelwald,46,https://www.boxofficemojo.com/weekend/2018W46/?ref_=bo_wey_table_11,https://www.boxofficemojo.com/release/rl1534625281/?ref_=bo_wey_table_11
3,Nov 23-25,203836618,26.3,216475781,23.9,99,Ralph Breaks the Internet,47,https://www.boxofficemojo.com/weekend/2018W47/?ref_=bo_wey_table_8,https://www.boxofficemojo.com/release/rl2742978049/?ref_=bo_wey_table_8
2,Nov 30-Dec 2,106190738,-47.9,119701329,-44.7,104,Ralph Breaks the Internet,48,https://www.boxofficemojo.com/weekend/2018W48/?ref_=bo_wey_table_7,https://www.boxofficemojo.com/release/rl2742978049/?ref_=bo_wey_table_7
1,Dec 7-9,73877715,-30.4,85822147,-28.3,100,Ralph Breaks the Internet,49,https://www.boxofficemojo.com/weekend/2018W49/?ref_=bo_wey_table_6,https://www.boxofficemojo.com/release/rl2742978049/?ref_=bo_wey_table_6
0,Dec 14-16,101640559,37.6,120463418,40.4,100,Spider-Man: Into the Spider-Verse,50,https://www.boxofficemojo.com/weekend/2018W50/?ref_=bo_wey_table_5,https://www.boxofficemojo.com/release/rl879986177/?ref_=bo_wey_table_5
44,Dec 21-23,163297800,60.7,178360577,48.1,76,Aquaman,51,https://www.boxofficemojo.com/weekend/2018W51/?ref_=bo_wey_table_4,https://www.boxofficemojo.com/release/rl3108800001/?ref_=bo_wey_table_4
43,Dec 28-30,165718403,1.5,188210389,5.5,78,Aquaman,52,https://www.boxofficemojo.com/weekend/2018W52/?ref_=bo_wey_table_2,https://www.boxofficemojo.com/release/rl3108800001/?ref_=bo_wey_table_2
