,weekend,top10gross,top10percentchange,overallgross,overallpercentchange,numreleases,num1release,weeknum,weekendlink,num1link
47,Sep 4-6,60032495,-5.0,90555329,3.1,95,War Room,36,https://www.boxofficemojo.com/weekend/2015W36/?ref_=bo_wey_table_20,https://www.boxofficemojo.com/release/rl477660673/?ref_=bo_wey_table_20
13,Sep 11-13,81621359,36.0,102512365,13.2,110,The Perfect Guy,37,https://www.boxofficemojo.com/weekend/2015W37/?ref_=bo_wey_table_19,https://www.boxofficemojo.com/release/rl2020115969/?ref_=bo_wey_table_19
12,Sep 18-20,96138932,17.8,112827167,10.1,114,Maze Runner: The Scorch Trials,38,https://www.boxofficemojo.com/weekend/2015W38/?ref_=bo_wey_table_18,https://www.boxofficemojo.com/release/rl3647178241/?ref_=bo_wey_table_18
11,Sep 25-27,125667878,30.7,137820669,22.2,118,Hotel Transylvania 2,39,https://www.boxofficemojo.com/weekend/2015W39/?ref_=bo_wey_table_17,https://www.boxofficemojo.com/release/rl257459713/?ref_=bo_wey_table_17
10,Oct 2-4,139834346,11.3,149774721,8.7,124,The Martian,40,https://www.boxofficemojo.com/weekend/2015W40/?ref_=bo_wey_table_16,https://www.boxofficemojo.com/release/rl3496969729/?ref_=bo_wey_table_16
46,Oct 9-11,106804689,-23.6,118992658,-20.6,112,The Martian,41,https://www.boxofficemojo.com/weekend/2015W41/?ref_=bo_wey_table_15,https://www.boxofficemojo.com/release/rl3496969729/?ref_=bo_wey_table_15
9,Oct 16-18,108805935,1.9,121579792,2.2,108,Goosebumps,42,https://www.boxofficemojo.com/weekend/2015W42/?ref_=bo_wey_table_13,https://www.boxofficemojo.com/release/rl3277096449/?ref_=bo_wey_table_13
8,Oct 23-25,89803867,-17.5,105775731,-13.0,110,The Martian,43,https://www.boxofficemojo.com/weekend/2015W43/?ref_=bo_wey_table_12,https://www.boxofficemojo.com/release/rl3496969729/?ref_=bo_wey_table_12
7,Oct 30-Nov 1,58434174,-34.9,74128462,-29.9,108,The Martian,44,https://www.boxofficemojo.com/weekend/2015W44/?ref_=bo_wey_table_11,https://www.boxofficemojo.com/release/rl3496969729/?ref_=bo_wey_table_11
6,Nov 6-8,148792362,154.6,161918615,118.4,112,Spectre,45,https://www.boxofficemojo.com/weekend/2015W45/?ref_=bo_wey_table_10,https://www.boxofficemojo.com/release/rl1363576321/?ref_=bo_wey_table_10
5,Nov 13-15,93635619,-37.1,108047802,-33.3,112,Spectre,46,https://www.boxofficemojo.com/weekend/2015W46/?ref_=bo_wey_table_9,https://www.boxofficemojo.com/release/rl1363576321/?ref_=bo_wey_table_9
45,Nov 20-22,163255301,74.4,173610096,60.7,110,The Hunger Games: Mockingjay - Part 2,47,https://www.boxofficemojo.com/weekend/2015W47/?ref_=bo_wey_table_8,https://www.boxofficemojo.com/release/rl4032333313/?ref_=bo_wey_table_8
4,Nov 27-29,167805985,10.5,182526007,11.4,86,The Hunger Games: Mockingjay - Part 2,48,https://www.boxofficemojo.com/weekend/2015W48/?ref_=bo_wey_table_5,https://www.boxofficemojo.com/release/rl4032333313/?ref_=bo_wey_table_5
3,Dec 4-6,86761557,-48.3,97833704,-46.4,95,The Hunger Games: Mockingjay - Part 2,49,https://www.boxofficemojo.com/weekend/2015W49/?ref_=bo_wey_table_4,https://www.boxofficemojo.com/release/rl4032333313/?ref_=bo_wey_table_4
2,Dec 11-13,66695452,-23.1,77446378,-20.8,92,The Hunger Games: Mockingjay - Part 2,50,https://www.boxofficemojo.com/weekend/2015W50/?ref_=bo_wey_table_3,https://www.boxofficemojo.com/release/rl4032333313/?ref_=bo_wey_table_3
1,Dec 18-20,302697164,353.8,313284961,304.5,86,Star Wars: Episode VII - The Force Awakens,51,https://www.boxofficemojo.com/weekend/2015W51/?ref_=bo_wey_table_2,https://www.boxofficemojo.com/release/rl2691925505/?ref_=bo_wey_table_2
0,Dec 25-27,273024546,-9.8,296447415,-5.4,72,Star Wars: Episode VII - The Force Awakens,52,https://www.boxofficemojo.com/weekend/2015W52/?ref_=bo_wey_table_1,https://www.boxofficemojo.com/release/rl2691925505/?ref_=bo_wey_table_1
